alpha,D,L,rho,rho_star,lambda,Delta,MSE_mean,MSE_std,test_err_mean,test_err_std,train_data_loss_mean,train_reg_loss_mean,train_total_loss_mean,train_total_loss_std,test_err_mean_noise,test_err_std_noise,_alpha,_mse,_mse_std,_test_err_mean,_test_err_std,_train_data_loss_mean,_train_reg_loss_mean,_train_total_loss_mean
0.005,100.0,2.0,1.0,0.5,0.01,0.0,1.5920043527859256,0.0167326313320072,1434.899356842041,40.72482199268126,2.458911880850792,5.367623329162598,7.82653521001339,0.6297700632641847,1484.9134559631348,38.93846192828037,0.005,1.5920043527859256,0.0167326313320072,0.7174496784210205,0.02036241099634063,2.458911880850792,5.367623329162598,7.82653521001339
0.020794,100.0,2.0,1.0,0.5,0.01,0.0,1.4144801987951128,0.0149989327306214,1406.4447631835938,40.69246381514838,2.1111266762018204,11.671626657247543,13.782753333449364,0.2526440805426784,1474.5071563720703,41.259980729697375,0.020794,1.4144801987951128,0.0149989327306214,0.7032223815917968,0.02034623190757419,2.1111266762018204,11.671626657247543,13.782753333449364
0.036587,100.0,2.0,1.0,0.5,0.01,0.0,1.276760865285783,0.015230508791729,1289.620677947998,32.17445975737551,2.598549485206604,16.243197977542877,18.84174746274948,0.3204529731005548,1374.6379356384275,37.72856382357886,0.036587,1.276760865285783,0.015230508791729,0.644810338973999,0.016087229878687756,2.598549485206604,16.243197977542877,18.84174746274948
0.052381,100.0,2.0,1.0,0.5,0.01,0.0,1.2217907002247046,0.0225760176373785,1227.451530456543,40.15280638766837,3.1331525668501854,20.457868039608,23.591020606458187,0.4419304024677697,1325.7215614318848,38.64947501252029,0.052381,1.2217907002247046,0.0225760176373785,0.6137257652282715,0.020076403193834184,3.1331525668501854,20.457868039608,23.591020606458187
0.068175,100.0,2.0,1.0,0.5,0.01,0.0,1.0946499607965958,0.0181138148713945,1098.9585037231443,34.585996796035445,3.648054480552674,24.254903495311737,27.90295797586441,0.3143168293713644,1209.7676544189453,33.92928868069124,0.068175,1.0946499607965958,0.0181138148713945,0.5494792518615722,0.017292998398017723,3.648054480552674,24.254903495311737,27.90295797586441
0.083968,100.0,2.0,1.0,0.5,0.01,0.0,1.0866344915508617,0.0200313073853289,1041.8428745269775,30.37219796910807,4.2110355496406555,27.948261976242065,32.15929752588272,0.3760299944272047,1156.3897743225098,30.379272373532565,0.083968,1.0866344915508617,0.0200313073853289,0.5209214372634887,0.015186098984554034,4.2110355496406555,27.948261976242065,32.15929752588272
0.0997619047619047,100.0,2.0,1.0,0.5,0.01,0.0,0.9444407988642808,0.0180435273137772,938.7241592407228,30.365318089306616,4.758540689945221,31.36933124065399,36.12787193059921,0.407387013121285,1070.9421463012695,28.709883771891302,0.0997619047619047,0.9444407988642808,0.0180435273137772,0.46936207962036136,0.015182659044653308,4.758540689945221,31.36933124065399,36.12787193059921
0.1155555555555555,100.0,2.0,1.0,0.5,0.01,0.0,0.8745097535413279,0.022398340246368,882.1074409484863,35.783976992846995,5.4123042821884155,34.723357915878296,40.13566219806671,0.4032380444794552,1022.3139896392822,34.270127074655925,0.1155555555555555,0.8745097535413279,0.022398340246368,0.4410537204742432,0.017891988496423497,5.4123042821884155,34.723357915878296,40.13566219806671
0.131349,100.0,2.0,1.0,0.5,0.01,0.0,0.7843333245822497,0.0194477937909685,831.7816925048828,33.05032126943251,6.019725278019905,37.87710106372833,43.89682634174824,0.5266278837035192,981.4107456207277,33.32460061003666,0.131349,0.7843333245822497,0.0194477937909685,0.4158908462524414,0.016525160634716256,6.019725278019905,37.87710106372833,43.89682634174824
0.147143,100.0,2.0,1.0,0.5,0.01,0.0,0.7230735792274612,0.0171783252626063,772.7350368499756,30.743320745286404,6.877000540494919,40.99813163280487,47.87513217329979,0.6516571124607052,930.9177303314208,34.65630063649823,0.147143,0.7230735792274612,0.0171783252626063,0.3863675184249878,0.015371660372643202,6.877000540494919,40.99813163280487,47.87513217329979
0.162937,100.0,2.0,1.0,0.5,0.01,0.0,0.7113521684724646,0.0161949154791128,716.3292026519775,26.031780083679458,7.570195287466049,44.18086421489715,51.751059502363205,0.6402771453962367,874.6146373748779,29.895285652977023,0.162937,0.7113521684724646,0.0161949154791128,0.35816460132598876,0.013015890041839728,7.570195287466049,44.18086421489715,51.751059502363205
0.17873,100.0,2.0,1.0,0.5,0.01,0.0,0.6229447884985067,0.0169982124637504,679.4467678070068,28.12838577336956,8.639215379953384,47.11058211326599,55.749797493219376,0.8053255894337111,848.7111625671387,31.34758905615916,0.17873,0.6229447884985067,0.0169982124637504,0.33972338390350343,0.014064192886684779,8.639215379953384,47.11058211326599,55.749797493219376
0.194524,100.0,2.0,1.0,0.5,0.01,0.0,0.595456446071257,0.0172173369307051,661.1474666595459,28.597860701738323,9.746034055948256,50.33380377292633,60.07983782887459,0.7796326311524173,836.7517070770264,30.81068872982813,0.194524,0.595456446071257,0.0172173369307051,0.33057373332977297,0.014298930350869161,9.746034055948256,50.33380377292633,60.07983782887459
0.210317,100.0,2.0,1.0,0.5,0.01,0.0,0.5573145860470069,0.0152937791080541,643.4840717315674,25.23293162510022,11.583862900733948,53.57081627845764,65.15467917919159,1.0486498691929729,826.7842063903809,27.52224424380665,0.210317,0.5573145860470069,0.0152937791080541,0.3217420358657837,0.01261646581255011,11.583862900733948,53.57081627845764,65.15467917919159
0.226111,100.0,2.0,1.0,0.5,0.01,0.0,0.5180178176460686,0.0161923706016772,616.0459861755371,26.477308133511254,13.14622727036476,56.221943497657776,69.36817076802254,1.259283086655535,806.1629009246826,30.55640628107865,0.226111,0.5180178176460686,0.0161923706016772,0.30802299308776854,0.013238654066755628,13.14622727036476,56.221943497657776,69.36817076802254
0.241905,100.0,2.0,1.0,0.5,0.01,0.0,0.5121683524629483,0.0120449207571501,607.7940120697021,25.868708957696597,15.203637152910233,59.28236985206604,74.48600700497627,1.341199318961764,797.6132717132568,26.117221538461877,0.241905,0.5121683524629483,0.0120449207571501,0.3038970060348511,0.012934354478848298,15.203637152910233,59.28236985206604,74.48600700497627
0.257698,100.0,2.0,1.0,0.5,0.01,0.0,0.490147253657833,0.0182074077088543,593.5356063842773,33.935894808599684,17.901217460632324,62.51127111911774,80.41248857975006,1.8420159167104604,792.4339389801025,34.06879867254627,0.257698,0.490147253657833,0.0182074077088543,0.2967678031921387,0.01696794740429984,17.901217460632324,62.51127111911774,80.41248857975006
0.273492,100.0,2.0,1.0,0.5,0.01,0.0,0.4655065234420553,0.0145347922267352,588.0692691802979,26.100850092434495,22.741224586963657,65.77847254276276,88.51969712972641,1.995555849976068,802.931209564209,21.05169625266808,0.273492,0.4655065234420553,0.0145347922267352,0.29403463459014895,0.013050425046217248,22.741224586963657,65.77847254276276,88.51969712972641
0.289286,100.0,2.0,1.0,0.5,0.01,0.0,0.4687084634143529,0.0211666770693625,589.8666839599609,29.687193703824068,25.698797404766083,68.84467244148254,94.54346984624864,2.7732431913788407,796.4342918395996,32.378088149682064,0.289286,0.4687084634143529,0.0211666770693625,0.29493334197998045,0.014843596851912035,25.698797404766083,68.84467244148254,94.54346984624864
0.305079,100.0,2.0,1.0,0.5,0.01,0.0,0.4719824716663686,0.0158877834145176,577.4629592895508,25.58002183509766,28.794226109981537,71.94929480552673,100.74352091550828,2.6569235661206987,790.4415435791016,33.13878298568172,0.305079,0.4719824716663686,0.0158877834145176,0.2887314796447754,0.01279001091754883,28.794226109981537,71.94929480552673,100.74352091550828
0.3208730158730158,100.0,2.0,1.0,0.5,0.01,0.0,0.4724696916763478,0.0174472941780905,569.7396430969238,25.04728765461057,34.83120596408844,74.44025301933289,109.27145898342133,2.5407003113186644,783.6814422607422,31.236093663775172,0.3208730158730158,0.4724696916763478,0.0174472941780905,0.2848698215484619,0.012523643827305286,34.83120596408844,74.44025301933289,109.27145898342133
0.336667,100.0,2.0,1.0,0.5,0.01,0.0,0.4813616357725866,0.0146148641952674,565.4211597442627,24.01234779442308,38.799763321876526,77.51157116889954,116.31133449077606,3.599209171522298,780.160213470459,23.72374268733201,0.336667,0.4813616357725866,0.0146148641952674,0.28271057987213133,0.01200617389721154,38.799763321876526,77.51157116889954,116.31133449077606
0.35246,100.0,2.0,1.0,0.5,0.01,0.0,0.4852434389235696,0.0168398210749235,553.5457172393799,22.72628029030624,45.893975138664246,79.84730291366577,125.74127805233002,2.915812232478441,776.1598205566406,24.632644345333897,0.35246,0.4852434389235696,0.0168398210749235,0.2767728586196899,0.01136314014515312,45.893975138664246,79.84730291366577,125.74127805233002
0.3682539682539683,100.0,2.0,1.0,0.5,0.01,0.0,0.4966716201099757,0.0226378315255849,552.5889854431152,21.884911429001853,50.98123776912689,82.69086718559265,133.67210495471954,4.438881565512259,776.6567268371582,28.11654187991741,0.3682539682539683,0.4966716201099757,0.0226378315255849,0.2762944927215576,0.010942455714500927,50.98123776912689,82.69086718559265,133.67210495471954
0.3840476190476191,100.0,2.0,1.0,0.5,0.01,0.0,0.4958262713311478,0.0189059323440783,535.6416826248169,26.11345486640579,52.86886286735535,84.86781072616577,137.73667359352112,3.671228207639096,752.8676013946533,32.54019924518157,0.3840476190476191,0.4958262713311478,0.0189059323440783,0.26782084131240846,0.013056727433202894,52.86886286735535,84.86781072616577,137.73667359352112
0.399841,100.0,2.0,1.0,0.5,0.01,0.0,0.5200755540060388,0.0225941641038425,539.2808513641357,26.867504299933888,64.95090365409851,87.77692008018494,152.72782373428345,4.720707667703301,767.6558265686035,30.209606182776007,0.399841,0.5200755540060388,0.0225941641038425,0.26964042568206786,0.013433752149966944,64.95090365409851,87.77692008018494,152.72782373428345
0.415635,100.0,2.0,1.0,0.5,0.01,0.0,0.5416597195031954,0.0208295152990709,541.707441329956,19.2719779874094,73.64408135414124,90.07875394821168,163.7228353023529,4.201676539222374,774.5849018096924,22.07677738442927,0.415635,0.5416597195031954,0.0208295152990709,0.27085372066497804,0.0096359889937047,73.64408135414124,90.07875394821168,163.7228353023529
