alpha,test_error_mean,test_err_std,loss_mean,loss_std
0.005,0.5230683789253235,0.033451032334485646,0.00017923551085405052,1.3284753134147969e-05
0.012857,0.5078805193901063,0.015173987765347032,0.00021699061812832952,1.000222190636357e-05
0.020714,0.49620718383789064,0.012049546336137373,0.00024471347900107505,6.76204035356425e-06
0.028571,0.4627126293182373,0.014000970857840508,0.00027059727432206276,6.04393831836261e-06
0.036429,0.4454535541534424,0.012948505063380186,0.000310076312487945,6.84735719001224e-06
0.044286,0.4304148907661438,0.012904514428526768,0.0003470293019199744,6.03828551949011e-06
0.052143,0.41063662481307983,0.011293728082709915,0.0003745650306576863,6.426758747018831e-06
0.06,0.40223615980148314,0.012819691676966276,0.0004160644053015858,6.81654756392705e-06
0.067857,0.3855097241401672,0.011072955862901092,0.0004457325538387522,5.75881863514106e-06
0.075714,0.37378588676452634,0.012895612756065324,0.0004856457983609289,7.5598266349363296e-06
0.083571,0.34343596124649045,0.010743843588036756,0.0005032205588649958,7.56364906169653e-06
0.091429,0.3331371049880981,0.009031890448072892,0.000531638848874718,6.7300566947677e-06
0.099286,0.32345297145843505,0.010043205326981594,0.0005769381255377084,7.40118179442059e-06
0.107143,0.31338900709152223,0.010785313579741492,0.0006123713830020279,7.44645321521143e-06
0.115,0.3034170031547546,0.010803514901350323,0.00063640076816082,9.540326756348951e-06
0.122857,0.2969401559829712,0.010378555206627947,0.000669655602844432,9.61239296032038e-06
0.130714,0.29106404876708986,0.00993514880373013,0.0007058956855442375,8.8506586413711e-06
0.138571,0.2877956461906433,0.01139871403188598,0.0007482934843748808,1.206855623006344e-05
0.146429,0.28523004245758055,0.010070984891770909,0.0007960391579195857,1.118462520862145e-05
0.154286,0.27545409798622134,0.010147998527655981,0.0008464751995168626,1.621564810846034e-05
0.1621428571428571,0.280964967250824,0.007458283412469475,0.0008961164253763855,1.745580437361423e-05
0.17,0.2782669372558594,0.00941030139140744,0.0009541556369513271,1.881253270207176e-05
0.17,0.28152894592285155,0.009568479698836665,0.0009607815589755774,1.770556393971243e-05
0.177857,0.28132912826538087,0.01027207811276202,0.0010223722955211994,2.728323561662651e-05
0.1857142857142857,0.2883846960067749,0.007547193251232642,0.0011160067757591604,3.188370079259666e-05
0.193571,0.2906786441802979,0.011348862654236893,0.0012179777946323155,3.594217346767465e-05
0.201429,0.2950090832710266,0.010961056991675985,0.0013471789594739676,4.398026142848973e-05
0.2092857142857143,0.2981234502792358,0.011541305986345535,0.001507861141860485,6.15433513678754e-05
0.209286,0.29239199447631836,0.01171600404056186,0.0014702257968485356,5.7777033730805535e-05
0.217143,0.2905162582397461,0.011882556652065609,0.001598983881622553,7.092941300412225e-05
0.225,0.2936563472747803,0.011231739921592562,0.0018274303406476974,7.689860354181488e-05
0.232857,0.29179557514190674,0.01020580953966482,0.002041123162209988,7.870460631327176e-05
