alpha,test_error_mean,test_err_std,loss_mean,loss_std
0.005,0.433079020023346,0.03825837433523467,2.75658851955086e-05,1.3478277211076021e-05
0.0128571428571428,0.43710978841781617,0.032987234740321794,2.8325832402333613e-05,1.51222839794718e-06
0.0207142857142857,0.46078675937652586,0.03157940099387333,2.994412663683761e-05,1.24076097344068e-06
0.0285714285714285,0.4800122923851013,0.016851369443069808,3.156958299223333e-05,9.9972714660919e-07
0.0364285714285714,0.4653500742912292,0.015448693791749952,3.514200507343048e-05,9.426918644669e-07
0.0442857142857142,0.4525704021453858,0.013165066897820104,3.8890453832573256e-05,1.2107844230790202e-06
0.052143,0.4277025570869446,0.014328563355925921,4.136294824565993e-05,1.1071914725260102e-06
0.06,0.40906062269210813,0.014732383254352529,4.5832276927831114e-05,1.05212556382247e-06
0.0678571428571428,0.3869500503540039,0.013764225404529349,4.934756586735602e-05,1.49030930105226e-06
0.0757142857142857,0.3641946802139282,0.013859539884493776,5.1524746273935304e-05,1.12502549375774e-06
0.0835714285714285,0.36014339780807497,0.011582376788225355,5.6120623456081376e-05,1.6985763020451201e-06
0.0914285714285714,0.3394177079200745,0.011941133117974507,5.881399327481631e-05,1.62630176886874e-06
0.0992857142857143,0.33299376249313356,0.012452257356761958,6.223930166597711e-05,1.67732293608048e-06
0.107143,0.32034548473358154,0.01187853116716769,6.756753448862583e-05,3.04016502545463e-06
0.115,0.31534371376037595,0.01093647929963236,7.153604874911252e-05,2.2611785553068e-06
0.1228571428571428,0.31436861419677736,0.011825521583226384,7.53948915982619e-05,2.8292932251877e-06
0.130714,0.3047831192016602,0.012085722585702974,8.125517628504894e-05,3.74217773674055e-06
0.138571,0.31474367475509646,0.012693208379799656,8.541922765143681e-05,3.2367961305726703e-06
0.1464285714285714,0.31744569301605224,0.01275393318327094,9.329909920343198e-05,3.29399578953457e-06
0.1542857142857143,0.3329425611495972,0.013865515366724696,0.00010228940082597546,4.3856999123252605e-06
0.162143,0.35317838430404663,0.015288041477080683,0.00011943212287733331,6.42885750898928e-06
0.17,0.3702195382118225,0.014901134193226305,0.00014353773770853877,1.3197110185731081e-05
0.1778571428571428,0.38076684999465943,0.016816013719252537,0.00017896614889614283,1.762949659099055e-05
0.185714,0.3810527124404907,0.01456658073140532,0.00021452352814376355,2.2690809911473612e-05
0.1935714285714286,0.39289245748519896,0.01609780288394276,0.00031412649154663084,3.544012726568471e-05
0.2014285714285714,0.39507002449035644,0.01695137803300968,0.0003872634664177895,3.4901370593522555e-05
0.209286,0.38376565837860105,0.01471515917154209,0.00043867364190518856,4.0477258125015644e-05
0.2171428571428571,0.37521949529647824,0.016343061939265043,0.0004915165508165956,3.970572842918649e-05
0.225,0.37734959602355955,0.015496167951792157,0.0007635729501023888,6.615094911203579e-05
0.2328571428571428,0.370832094669342,0.016340855269352212,0.0009057292301207781,6.963843881215724e-05
0.2407142857142857,0.3632161998748779,0.01712129140185964,0.0011729506077244878,8.79224956992207e-05
0.2485714285714285,0.3555349884033203,0.01525517176995691,0.0012861902553588152,0.00010755639753746363
0.2564285714285714,0.3455341792106628,0.0173630860085281,0.001586594434082508,0.00011098186108188048
0.2642857142857143,0.335856502532959,0.01581757366191563,0.0019297383496537804,0.00014927943722476824
0.2721428571428572,0.324887170791626,0.01740026390112354,0.0021064540192484854,0.00013883343320996534
0.28,0.3140016269683838,0.013974980589725058,0.0025117521969601512,0.0001411704296866824
0.2878571428571428,0.3058516206741333,0.016044619645681876,0.0028771130584180353,0.00017399295303314818
0.2957142857142857,0.29558380556106567,0.014042348072830215,0.003129422985762358,0.0001587921617544995
0.3035714285714286,0.2830983319282532,0.012194571262363252,0.0035310259306803346,0.00019386278744453175
0.3114285714285714,0.2742617905139923,0.013637568436445075,0.003953549136780202,0.00022201652389467573
0.3192857142857143,0.26960638880729676,0.012242868815531953,0.004156384037062526,0.0002140797585370329
0.327143,0.25816060400009155,0.011348820207436315,0.004687090488523245,0.0002307469052212777
0.335,0.2448921504020691,0.010923999141257237,0.005254764537326992,0.00028462120512201723
0.3428571428571428,0.2408490240573883,0.011130578651295799,0.005494087781012058,0.00026656236234188124
0.350714,0.2332167685031891,0.011092703954692406,0.006039938965812326,0.0002932841602807903
0.3585714285714286,0.22795925164222716,0.009400201514179573,0.0062953397825360295,0.0003032435433735858
0.3664285714285714,0.21861906695365907,0.009990043705336443,0.006982792975287884,0.00028147385607403254
0.3742857142857143,0.21251323437690736,0.007612740961163165,0.008010191032290458,0.00030914708101323785
0.382143,0.21016546225547791,0.009467820580134272,0.007389101500250399,0.0003080553704495171
0.39,0.2063291325569153,0.0076391991021842725,0.008115305836405604,0.00034384156009832265
0.3978571428571429,0.1981923999786377,0.008263729060573642,0.008907856321521104,0.0003589027776500715
0.405714,0.1951413266658783,0.006276944734387297,0.009519628180842848,0.0003377756484561786
0.413571,0.19297943592071534,0.006676555220110262,0.009886897900514304,0.0003797216063021496
0.4214285714285715,0.18593584251403808,0.006235932252613708,0.010637858883664012,0.000404593665450603
0.429286,0.18473193383216854,0.006723354019774411,0.010659623347688467,0.0003971740378307797
0.4371428571428571,0.18094260621070865,0.005540624836839712,0.011498556492570788,0.0003547572704339743
0.445,0.17611651015281676,0.006035709286708996,0.011612040578108279,0.0004597755909430619
0.4528571428571429,0.17259543251991272,0.005863957866935652,0.013042776978202164,0.00042579928855709427
0.4607142857142857,0.1725838601589203,0.0062550048484820925,0.013401390128675849,0.000360844501664352
0.4685714285714286,0.1674230260848999,0.0056046604646343015,0.013875322005152702,0.0004086925876779681
0.4764285714285715,0.1664754717350006,0.005795008947255812,0.014035353802330792,0.0004090178095801773
0.4842857142857143,0.16218691968917848,0.0059051545726857505,0.014063147969916463,0.0003676063830486613
0.492143,0.16022488212585448,0.006263431454846063,0.014589307427126915,0.00046793928130706126
0.5,0.15832163524627685,0.005144502193216375,0.015479008628055454,0.00045500202918016076
