alpha,test_error_mean,test_err_std,loss_mean,loss_std
0.005,0.4387480731010437,0.009267478343573575,0.0008843309607356786,7.900731223692879e-05
0.0128571428571428,0.4611770672798156,0.012235481165913435,0.0014428391568362712,5.943545082911589e-05
0.0207142857142857,0.4528141760826111,0.013224652407491598,0.0018370449010282756,4.550047443989194e-05
0.028571,0.4383972568511963,0.010600875885985525,0.0021608889631927015,4.576440128947179e-05
0.036429,0.42038985013961794,0.010250020040140799,0.0024589787796139716,4.740298136155166e-05
0.044286,0.4022116417884827,0.012720194985373573,0.002730870409682393,4.527210656899307e-05
0.052143,0.39307667636871335,0.009647116777038155,0.0030752278976142406,4.7347562992852396e-05
0.06,0.3771485161781311,0.010097629861044989,0.003352899754047394,5.795598248030963e-05
0.067857,0.36614797019958495,0.010831557206059423,0.0036987709805369378,5.388407518079775e-05
0.075714,0.3453122892379761,0.009324115239412517,0.003841862016916275,5.0861647268990914e-05
0.083571,0.3297541427612305,0.01078345834137682,0.0040923165872693065,5.7022957019041384e-05
0.091429,0.31960999155044556,0.010198559819972839,0.004397438703477382,4.968989845294421e-05
0.099286,0.30796821594238283,0.00888622000266527,0.00467893113642931,4.954771895235968e-05
0.107143,0.2967776713371277,0.009480706650493744,0.0048366011157631875,5.414701482967128e-05
0.115,0.2845474843978882,0.009703166706006839,0.005052386344969273,6.442611117489229e-05
0.122857,0.27533022499084475,0.009631490085762645,0.005371791300922632,6.492143009673191e-05
0.130714,0.26101384830474855,0.009744875573183069,0.005460098338127137,7.634600206615044e-05
0.138571,0.25505656003952026,0.008461129174367412,0.005842164690792561,7.04239765593436e-05
0.146429,0.24435844850540162,0.008016917319138348,0.0059922163218259815,7.142348337416778e-05
0.154286,0.24126837587356567,0.008471427848924597,0.006253455613553524,6.807177782464739e-05
0.162143,0.2354879107475281,0.007371548542949444,0.006523284882307053,7.748192612889799e-05
0.17,0.22861615228652954,0.007447273717942224,0.006784129811823368,7.38624567666174e-05
0.1778571428571428,0.22358728456497193,0.008085508451863134,0.007101921436190605,8.221771196147574e-05
0.1857142857142857,0.22233676648139952,0.006308899553441195,0.007325965294241905,9.1949659739691e-05
0.1935714285714286,0.21752629899978634,0.006776946366183132,0.007611124329268932,0.00011062678434041284
0.2014285714285714,0.21190088391304016,0.006846822524652884,0.007823976802825927,0.00012182152019467003
0.2092857142857143,0.2075554006099701,0.00723380905451914,0.008127980411052704,0.00011976383837305635
0.2171428571428571,0.19835358667373656,0.005982235415397087,0.008411914578080177,0.00010673358179028395
0.225,0.20191451692581178,0.00614877856183468,0.008691048935055732,0.00012559920692988995
0.232857,0.20049564266204833,0.006311334258651274,0.008999086719751357,0.0001327940657625048
0.240714,0.19467002129554747,0.006155120415209636,0.009300102341175079,0.0001451590896495135
0.248571,0.1923453664779663,0.006729163346894996,0.009613428607583047,0.0001594975889657963
0.256429,0.19186751699447632,0.005761499943216512,0.009941658535599708,0.00019853257886340064
0.264286,0.19093508315086366,0.0063519172273400915,0.010304893177747727,0.00016137729516795273
0.272143,0.1879518656730652,0.006404241906463154,0.010646955418586733,0.00019544926390738864
0.28,0.18508859539031985,0.005596581577725186,0.011058701175451281,0.00019549975911201386
0.287857,0.18558080244064332,0.006404514886796555,0.011503610545396803,0.00017881496117858316
0.295714,0.18073038172721861,0.007053853661835286,0.011754192996025084,0.00019979344458541485
0.303571,0.1764150357246399,0.006204117776068923,0.012023030173778534,0.000200049313620414
0.311429,0.17483308601379394,0.004608294337815484,0.012472140485048295,0.0002048268228360005
0.319286,0.17220117115974426,0.006375979399806895,0.012823455959558487,0.00022567460643345782
0.327143,0.17069756627082824,0.005262662827716954,0.013308592742681504,0.0002489484019387002
0.335,0.17069604969024657,0.005664408891044219,0.013866322058439256,0.0002553666788700193
0.342857,0.16787542510032655,0.005586531598193214,0.014158709770441055,0.0002743405506327347
0.350714,0.1645749454498291,0.004589419748384665,0.01448145672082901,0.00028162767136125696
0.358571,0.1631591033935547,0.00522313405074917,0.01484416275024414,0.0002876567360311622
0.366429,0.16282171273231508,0.004360239345683868,0.015447732758522034,0.00027801917038131925
0.374286,0.16032575464248658,0.005101847350555866,0.015806253385543822,0.00030398014726432305
0.382143,0.15964125394821166,0.004651068013857335,0.01640324800014496,0.00030555476958762424
0.39,0.15626561522483826,0.005244609472875596,0.016582791590690614,0.0002994448952321957
0.397857,0.15625036907196044,0.005335756950245835,0.017277115380764006,0.0003259662450248838
0.405714,0.15192482376098632,0.005716824203649925,0.017381569504737855,0.0003562488926552053
0.413571,0.15337521529197692,0.004747146061004968,0.018327760434150697,0.0003661352860463177
0.421429,0.15318094730377196,0.005481780906200859,0.018731683111190795,0.0004201421054948156
0.429286,0.14723537278175353,0.004330424313834171,0.01867030634880066,0.0003345793213486703
0.4371428571428571,0.15034972763061524,0.00494203923264935,0.019993491661548617,0.00041379318029218296
0.445,0.14429219245910643,0.004032460999360233,0.019480723869800567,0.0003287076784449362
0.4528571428571429,0.14686654925346374,0.0052512831788307825,0.02086426842212677,0.000427324776209417
0.460714,0.14280315351486206,0.00435468660248682,0.020960509264469147,0.00038045070994695724
0.468571,0.14417849683761597,0.0041586679725566095,0.021885121047496795,0.00043626139015169986
0.476429,0.14188775372505188,0.004405330482041928,0.021651620221138,0.0003279376873986149
0.484286,0.14006887769699097,0.0038546828653793362,0.022471545672416687,0.0004201868977092663
0.492143,0.13904654312133788,0.004570449409973644,0.023059435164928435,0.00043841018879198907
0.5,0.14246501445770263,0.0037226650780449715,0.02474011311531067,0.00046835301554797563
