alpha,test_error_mean,test_err_std,loss_mean,loss_std
0.005,0.4382850480079651,0.14824859469063043,9.807835950050504e-05,0.00048493026650957575
0.0128571428571428,0.5091987586021424,0.25570497966678174,0.000554436931701548,0.001470021299432281
0.0207142857142857,0.4477675800323486,0.03603743994388658,6.43421746945023e-06,1.1573317869616841e-05
0.0285714285714285,0.4451183705329895,0.034718041098870105,5.29546551993007e-06,4.96107115651658e-06
0.0364285714285714,0.4400333743095398,0.03525654967584907,4.67782672940302e-06,1.1926036376051601e-06
0.0442857142857142,0.4221803126335144,0.027181546891988748,5.10010788243562e-06,1.9616479293317698e-06
0.0521428571428571,0.41662278938293457,0.023957851636797808,5.6729863220880295e-06,1.9864603956038e-06
0.06,0.39246507835388184,0.023645570640496848,6.20827530819951e-06,1.98540920172144e-06
0.0678571428571428,0.3766884694099426,0.01970723935502066,5.69744799631735e-06,1.2161655887604e-06
0.075714,0.3714910650253296,0.019220193762542775,6.85288710419627e-06,2.5651965050391998e-06
0.083571,0.35077326917648316,0.018008380928532634,6.5565277484438394e-06,1.65197112334593e-06
0.0914285714285714,0.3424935574531555,0.01622251045935775,7.26259093207772e-06,2.0311596713342198e-06
0.099286,0.33122250318527224,0.014749673428585013,7.586714927401771e-06,1.76965448723963e-06
0.1071428571428571,0.3312505145072937,0.01931785947894689,7.63548242384786e-06,1.2600213406108e-06
0.115,0.31968366575241086,0.015250681644901185,8.05516406635433e-06,1.51434926682817e-06
0.1228571428571428,0.3211945810317993,0.015390417957157117,8.85931018156043e-06,2.83315241466903e-06
0.1307142857142857,0.327121798992157,0.014831398761683979,9.2423879830676e-06,2.1730652412459e-06
0.1385714285714286,0.3305994715690613,0.015786195269492986,1.031352663958387e-05,2.69211286173183e-06
0.1464285714285714,0.35043781566619875,0.015619919946105,1.202844976323831e-05,3.3262508035798497e-06
0.1542857142857143,0.36851379013061525,0.02031147400276796,1.3727283509797411e-05,2.71776502509707e-06
0.1621428571428571,0.3983735909461975,0.019251044189786196,1.981399834621697e-05,5.0453326073401405e-06
0.17,0.42571204948425295,0.015464606694744013,3.548978171311319e-05,1.1053674933086461e-05
0.1778571428571428,0.4445508117675781,0.01696509935777029,6.678787274286151e-05,1.4712514458164031e-05
0.1857142857142857,0.43670068216323854,0.01865354453667207,0.00011262785906437784,2.326291516815706e-05
0.1935714285714286,0.4379595789909363,0.019571982950887818,0.00017338441780302675,2.6085234218860447e-05
0.2014285714285714,0.4355985312461853,0.018085010115969285,0.00027797017868142577,4.395401273998728e-05
0.2092857142857143,0.42537114572525025,0.019354301015197767,0.0004061273745493963,4.839103213892928e-05
0.2171428571428571,0.41097375774383543,0.02187481794945828,0.00045261495595332236,6.296877427845194e-05
0.225,0.40467017555236817,0.018445159131877553,0.0006872874959604814,7.336690815443918e-05
0.232857,0.39075297832489014,0.019379145606009594,0.0008671819989103824,6.8474150137687e-05
0.240714,0.3815400938987732,0.020716514391167715,0.0012547451577032917,0.00010739621060803748
0.2485714285714285,0.36989718294143675,0.018967328716389533,0.0011920159335248172,0.0001080907679786554
0.2564285714285714,0.3590223937034607,0.016884323071505728,0.0016117712040198966,0.00014085624426083505
0.2642857142857143,0.34548280811309817,0.018071555916457184,0.001904186744079925,0.00014959622474368988
0.2721428571428572,0.33616028881072996,0.01430702900887136,0.002161784221313428,0.000149653817437494
0.28,0.32480412673950193,0.01733048131811184,0.002401731270214077,0.00015443411609966824
0.287857,0.3122210464477539,0.014481175319029484,0.002871966478915419,0.00018371135681690586
0.2957142857142857,0.30206740617752076,0.01748347489109329,0.0031076932882424446,0.00018711741863795903
0.303571,0.2929887170791626,0.013746638937549613,0.003292948416422587,0.00019389640497715317
0.3114285714285714,0.28577203798294065,0.011387753583182985,0.0035985829328303224,0.00018798044450454344
0.319286,0.2655141797065735,0.013696859149763624,0.004609114023775328,0.00023798271513102303
0.3271428571428572,0.26161893892288207,0.011881166711734175,0.004681729982455727,0.0002665786780438131
0.335,0.24739788317680358,0.010945724589560103,0.005666497533186339,0.0002658677503204587
0.342857,0.24586720943450927,0.011164848996390194,0.005700308002124075,0.00024387113064766247
0.3507142857142857,0.23688204479217528,0.010741875889454026,0.0059585412929416635,0.0002850601501748265
0.3585714285714286,0.23035766673088073,0.009272827078552382,0.006515932319744024,0.00031114320925711977
0.366429,0.21997142028808594,0.00924749542667285,0.007022231995686888,0.00034899593498350674
0.374286,0.21415943765640258,0.007578468930862859,0.007821775437425823,0.0003078823930867325
0.382143,0.20866985607147218,0.008473664830114967,0.007991130215371959,0.00032041173785294486
0.39,0.2049436595439911,0.007572760686226333,0.009176652880082839,0.00027267988381893916
0.397857,0.19817556667327882,0.006252683599978036,0.00902304027316859,0.0003427226983793539
0.4057142857142857,0.19590221071243286,0.00797095776413852,0.009018779143400024,0.0003806854121419154
0.413571,0.1927561104297638,0.008412811240370719,0.009828843487007544,0.0003258000250654873
0.421429,0.18925538563728334,0.00644486705610353,0.010127063097071369,0.00032526028102258526
0.4292857142857143,0.18317389273643495,0.007643728836893134,0.010752042305353097,0.00040220781859534826
0.437143,0.18135326647758485,0.006069789031371556,0.011045328384195455,0.0004286756115052564
0.445,0.17616156363487243,0.007203324036099992,0.01239990074506495,0.00035316895251630965
0.4528571428571429,0.17291291975975037,0.006170682914131805,0.013001912660815287,0.00036180253962703104
0.4607142857142857,0.17212675142288208,0.005666133884930181,0.013226576785289218,0.0004285456966859415
0.4685714285714286,0.16870117568969725,0.005930991900020952,0.014016136117035057,0.0004282456380885319
0.4764285714285715,0.1660422203540802,0.00548602564403429,0.013243389182956889,0.0003804830347525373
0.4842857142857143,0.16248243808746338,0.00611311674425245,0.014013684505876154,0.00038803641352106735
0.4921428571428571,0.16217565608024598,0.005162651278085762,0.014824511892697774,0.0003654661185085445
0.5,0.15944079446792603,0.005565768346484271,0.015537798964499961,0.0004952196602065002
