alpha,q,m,sigma,q_hat,m_hat,sigma_hat,test,train
0.05,0.6921922723297212,0.5109266698743415,516.828122945989,8.492999188928972e-07,0.0003358797628651,0.0003738503120677,0.4122114649144319,0.0001834384536278
0.0535433070866141,0.7200515703827077,0.5398078310299773,514.6148757084005,8.976056958223123e-07,0.0003611543370216,0.00040043393045,0.4091070118088065,0.0001907516458074
0.0570866141732283,0.7501252187617536,0.5701058612247358,511.22530047636656,9.471012426190652e-07,0.0003865805636873,0.0004293782048181,0.39509079048404,0.0001991491125276
0.0606299212598425,0.7825478084254542,0.6002653963107403,508.7326444602844,9.93629998446592e-07,0.0004113764622263,0.0004560261444582,0.3882694687864966,0.0002072702640011
0.0641732283464567,0.8163812160101974,0.630623034111225,504.8976567068109,1.0551335143295292e-06,0.0004400645914471,0.0004872382648922,0.3837346788031283,0.0002148013289493
0.0677165354330708,0.8470150723820709,0.6597161484433213,499.68007398696545,1.1149638019927688e-06,0.0004715385546143,0.0005195788464666,0.3748714498749901,0.0002226372298681
0.071259842519685,0.8818054813832843,0.6910074359595988,493.6990952741262,1.1799031843935387e-06,0.0005017032140526,0.0005514990918541,0.3663695040842144,0.0002302085851862
0.0748031496062992,0.9059316807471376,0.7147462189012145,486.0130474691374,1.2493502370308018e-06,0.0005327401451186,0.0005854719021618,0.3614965067871275,0.0002385388481725
0.0783464566929133,0.938250454820597,0.7429114960552707,478.8752986875579,1.328451953488752e-06,0.0005699055172717,0.0006258772384838,0.3516983394606147,0.0002460821472079
0.0818897637795275,0.9787161255396716,0.7745223436262592,472.3389405203693,1.4047869228966111e-06,0.0006024526595832,0.0006577547325524,0.3442734902872612,0.0002529198829544
0.0854330708661417,1.008909032723814,0.8019841400484934,462.0974017916979,1.4991518374736395e-06,0.0006437771655485,0.0007004251410336,0.3361060665771838,0.0002613837451141
0.0889763779527559,1.0449053184634784,0.8299217250078722,454.1192413443065,1.6015118304765411e-06,0.0006849259515906,0.0007469093218385,0.3341117630925945,0.0002678363474506
0.09251968503937,1.0790841801854172,0.8571065831010426,445.3298923729105,1.7075901367085477e-06,0.0007262098348469,0.0007902609783911,0.3282946292101618,0.0002768782215087
0.0960629921259842,1.1110914959520006,0.883186938026744,433.49952195802587,1.8398910145559596e-06,0.0007740467617404,0.0008428669025312,0.3218201200706461,0.0002831708547622
0.0996062992125984,1.1421998154956643,0.9078904053386913,423.4320086400268,1.9535777951013647e-06,0.0008201613987867,0.0008862674174041,0.3182834991259763,0.0002897704533819
0.1031496062992126,1.1780985089896538,0.9339679260674374,411.7867560921241,2.118637064400373e-06,0.0008745815022129,0.0009461160012095,0.3115025236774222,0.0002990540465728
0.1066929133858267,1.213064464784609,0.9585653700211788,401.4813720746265,2.272497430367527e-06,0.0009282413584871,0.0009995519711004,0.307634891557861,0.0003084527853466
0.1102362204724409,1.2487727064351934,0.983188200774572,389.5261770938925,2.4578561519282982e-06,0.0009839326755434,0.0010593649770708,0.303179828005031,0.0003167258853856
0.1137795275590551,1.29104692319224,1.009981759586064,378.6237057732173,2.6730019195098625e-06,0.0010490230544289,0.0011265941929214,0.3003502330198357,0.0003258424287269
0.1173228346456693,1.325687761470765,1.0338499010024027,364.843489793561,2.9067416829907616e-06,0.0011148012385261,0.0011922177015533,0.2949951641756847,0.0003323817154096
0.1208661417322834,1.367481317380657,1.0574469064679763,353.51176770195946,3.2061232922906465e-06,0.0011952353771057,0.0012763042833985,0.2942721254487581,0.0003417305005229
0.1244094488188976,1.4066856968604724,1.0819613586546872,340.0196183740857,3.528877299309882e-06,0.0012751861725476,0.0013586432201889,0.2916191059468097,0.0003508132631148
0.1279527559055118,1.447886882438598,1.105516933819144,327.75407147702293,3.865197263280023e-06,0.0013566528030045,0.001437147231758,0.2882085557434926,0.0003595979980309
0.131496062992126,1.492309503555618,1.1297120992379923,314.68826830254875,4.29135527477536e-06,0.0014515939155624,0.0015342807753999,0.2860994173063562,0.0003678542973033
0.1350393700787401,1.5447208798519207,1.1548645630471872,301.79986600833865,4.8113675443207724e-06,0.0015553513152811,0.0016399870573982,0.2844066184182656,0.0003806868364113
0.1385826771653543,1.5973256100701807,1.1805259981724328,289.902875673411,5.35108833870897e-06,0.0016565261810674,0.0017379593546565,0.2855432053135101,0.0003891478702203
0.1421259842519684,1.6521561748187283,1.2055646534319775,276.81623396918314,6.090972292907029e-06,0.0017906506202919,0.0018743335427188,0.2848269576448235,0.0003993548870969
0.1456692913385827,1.7033027876200104,1.2295462135076525,260.761866756492,6.996399585580685e-06,0.0019348967529814,0.0020198547494644,0.2829363814838658,0.000410791665321
0.1492125984251968,1.7563029029418509,1.2547325978465294,246.8569694252342,7.991101673885135e-06,0.0020923600441561,0.0021736686181083,0.2834099129489343,0.0004225267324936
0.152755905511811,1.8258151981392363,1.2789787379391084,235.9884550710435,9.2000216000844e-06,0.0022482850501381,0.0023254372096759,0.2875855629915234,0.0004378416651936
0.1562992125984252,1.8803442847280851,1.3029629796471554,221.65799833932124,1.0671862559677728e-05,0.0024435783618294,0.0025155431041371,0.2875366943984546,0.0004472876528078
0.1598425196850393,1.94944093781661,1.326385574106993,209.82777766688704,1.2363238742518935e-05,0.0026304414274436,0.0026887455899908,0.2884711648688665,0.0004630215727325
0.1633858267716535,2.018910088100231,1.3544229562434866,195.1065080102559,1.473404089158601e-05,0.0028902525179535,0.0029314596899268,0.2891399505376487,0.0004848537967177
0.1669291338582677,2.093835525807988,1.3778571025352604,183.3707613047634,1.735234775333425e-05,0.0031278649444308,0.0031560780650868,0.2909514937048547,0.0005040405021544
0.1704724409448819,2.1802789955116553,1.4056546118697837,172.13098665045493,2.0698370483799205e-05,0.0034136432171229,0.0034219229227297,0.2935023420102805,0.0005159818046403
0.174015748031496,2.2513896431782072,1.4302348073960425,159.02690593369002,2.489047319126349e-05,0.0037468854468467,0.0037309213910442,0.2959878804399777,0.0005300297887474
0.1775590551181102,2.328190059119578,1.456449386103626,147.38653522663614,3.0083499158779743e-05,0.0041454453752979,0.0040902880390439,0.2999066791207156,0.000558930724346
0.1811023622047244,2.4081021026206693,1.4790375121007708,137.84646675401714,3.584098496660042e-05,0.0045090270754474,0.0044188914692221,0.3044603077776561,0.0005833576571682
0.1846456692913385,2.500015816103877,1.505805602500442,128.88488828792953,4.2727411464940264e-05,0.0049175757918103,0.0047630976059172,0.3048836308742397,0.0006094984722398
0.1881889763779527,2.5883562580556423,1.533590194063934,118.285671170612,5.200561715708946e-05,0.005418510414619,0.0052048707264234,0.309219118371893,0.0006362777133165
0.1917322834645669,2.6742005805626965,1.556916296417758,110.57561084080568,6.24494200206812e-05,0.0059586307130218,0.0056590737280515,0.3126254621304034,0.0006819433125881
0.1952755905511811,2.743594253883373,1.5787192982282736,101.9327644965978,7.482309349052481e-05,0.0065033390843237,0.0061344362299776,0.312811286453477,0.0007084229129222
0.1988188976377952,2.8304732027987263,1.603400234086669,94.78057387688597,8.908231384914529e-05,0.0070926485977133,0.0066287696707432,0.315431648521999,0.0007453509286355
0.2023622047244094,2.898552980106577,1.6252038482950055,88.32534827861343,0.0001049073479139,0.0077468740772086,0.0071736543142677,0.3175907008987346,0.0008087277276355
0.2059055118110236,2.975415813197877,1.6450563669118583,82.38231445484232,0.0001251479740649,0.0084585329492004,0.0077707272662138,0.3201615397278085,0.0008529635780912
0.2094488188976377,3.0438370868894182,1.667001909148501,75.70155228643816,0.0001490246157016,0.0092695380935676,0.0084100755421475,0.3211975970616254,0.0008860548054857
0.212992125984252,3.109912460462434,1.6870186540260566,70.42475577147377,0.0001758755228444,0.0101072451218948,0.0090970115040678,0.3233009113059142,0.0009473087914953
0.2165354330708661,3.1791399461869143,1.70568640996582,65.96343113538256,0.0002050955484519,0.0109262088442791,0.0097701133101486,0.3236747986737901,0.0009822793468821
0.2200787401574803,3.214513857793417,1.7236015518585224,61.078222672664,0.0002370215659226,0.0118385065158906,0.0104973949416355,0.3213681643456849,0.0010931160852382
0.2236220472440945,3.2759507179643084,1.7372911467393215,58.02998892237767,0.000270606850161,0.0126991181605052,0.0111726632648706,0.3209848606293879,0.0011580184855553
0.2271653543307086,3.331569444524402,1.7569072260047964,53.97922122858443,0.000315939087525,0.0138263832267794,0.0120608988849967,0.3236996620572144,0.0011881069352524
0.2307086614173228,3.37857802928374,1.773678595144507,50.651241495836,0.0003613273191469,0.0148524664011766,0.0128768191879376,0.3234216819348335,0.00126009194137
0.2342519685039369,3.400764301025058,1.7820818396430829,47.27259343037053,0.0004189785356561,0.0161426716207159,0.0139320488403198,0.3197624047854118,0.0013334042168547
0.2377952755905512,3.4190721419535777,1.793625788267344,44.14932678397892,0.0004711769462017,0.0172282172200491,0.0147904812777705,0.3202968554061782,0.0014325446656057
0.2413385826771653,3.4434190171502945,1.8041670284240696,41.68755467871349,0.0005321545068083,0.0185849354799445,0.0158201842565448,0.3165618999548147,0.001498187230196
0.2448818897637795,3.4829817615328817,1.82010030978246,39.32100273708114,0.0005983612336357,0.0198729720904789,0.0167761949392765,0.3157919576048108,0.0016095484091254
0.2484251968503937,3.490698690360311,1.827799518571086,36.99731224508793,0.0006681619721158,0.0210781994350961,0.0177819343009873,0.3126961125558343,0.0017020459129852
0.2519685039370078,3.4927702841102946,1.8318197639701248,34.91280122157553,0.0007480919793503,0.0225279584575392,0.018934491408875,0.3112815565564764,0.0018673511490632
0.255511811023622,3.520972770726758,1.843993652516404,33.08343735996954,0.000831528792278,0.0240234162816643,0.020056035902954,0.312163641315088,0.0019369621148167
0.2590551181102362,3.4879987790561784,1.8417929204341332,31.060807471565553,0.0009242662815303,0.02558961939204,0.0213971896034648,0.3079339351505631,0.0020745119037666
0.2625984251968504,3.484314099329894,1.8465471951228272,29.288127770465657,0.0010325588683188,0.0274129079711002,0.0228511918798913,0.304431350149452,0.0022189105034546
0.2661417322834645,3.4905278073885997,1.8536857929964443,27.965093168227632,0.0011237091143036,0.0289302840357252,0.0240152786341603,0.3029785933283794,0.0023131318089536
0.2696850393700787,3.4580974882793885,1.8505566630084211,26.27881713205498,0.0012448761819934,0.0306567931270385,0.0255194995431393,0.3014966949349757,0.0024266845820173
0.2732283464566929,3.4565397364806394,1.8541947055700536,25.00810015452412,0.0013603151097242,0.0322730163281193,0.0267934693336214,0.2961156165313385,0.0025919176115252
0.2767716535433071,3.421901081264303,1.8547139904769192,23.422262768683332,0.0015122206367717,0.0347133688520121,0.0288302715855685,0.293122260375045,0.0026583018542924
0.2803149606299213,3.423281236823472,1.8568854632378984,22.571106877426132,0.0016271358130231,0.0363094691334497,0.0300668927895335,0.2937044897850939,0.0028423765507005
0.2838582677165354,3.3955333078831846,1.855434953766564,21.416655893798495,0.0017660199563839,0.0381707345184622,0.0316452138720866,0.2885618519348624,0.002927264992629
0.2874015748031496,3.372441006211737,1.8569757260245847,20.399165023886475,0.0018856936336349,0.040046064131004,0.0331360434762454,0.2836668933888577,0.0031016664272058
0.2909448818897637,3.3295722544902753,1.851577391244354,19.212488358453538,0.0020906763849521,0.0428379059187713,0.0355530638282682,0.278919270516355,0.0031701465252706
0.2944881889763779,3.283849448962536,1.8433922203548512,18.20965177765241,0.0022606032455843,0.0448477194553216,0.0373575793242026,0.277619954531507,0.0034314604551763
0.2980314960629921,3.2531657307815154,1.8422123688929288,17.306815377667025,0.0024469345948747,0.0474491665374813,0.0395322754911643,0.2730311255071245,0.0035714521404369
0.3015748031496063,3.2261700304052816,1.8400278913334915,16.51733727487342,0.0026324948771669,0.0498952453457282,0.0415613528405907,0.2701569176601076,0.0037793659907659
0.3051181102362204,3.1828083769746716,1.8341620906448797,15.763541669997862,0.002805090001639,0.0520012783323589,0.0435593804638236,0.2664559820577215,0.0038919516194158
0.3086614173228346,3.1558142109606244,1.8294619954938736,15.065931683927786,0.003023693378378,0.0544353375644223,0.0456493823828209,0.2666758898332346,0.0040683033397361
0.3122047244094488,3.111410570749882,1.822064949280868,14.357638352529724,0.0032477889315734,0.0574344795461828,0.0482184082881603,0.2617268101007924,0.004396066900914
0.3157480314960629,3.08075935652133,1.8206356923121711,13.65371235396432,0.0035060387244022,0.0605737731547086,0.0509462189859918,0.2557936603825711,0.0044985883346856
0.3192913385826771,3.034447112342673,1.8100812007180465,13.090296472052191,0.0037075730175688,0.0624742330880753,0.0528998393435986,0.2538915130115451,0.004576177555266
0.3228346456692913,2.9978368017514287,1.8056580433999383,12.51492825963884,0.0039683598524873,0.0660767913735698,0.0559575774278309,0.2517437216862967,0.0047165276372185
0.3263779527559055,2.963105375612356,1.7983673016334358,12.048482162843932,0.0041975819684894,0.0683691686390187,0.0581614336721992,0.2490948337354677,0.0049880860528419
0.3299212598425197,2.940795111626842,1.7977319005170964,11.544221642824812,0.0044331423013639,0.071020671637467,0.0604865388973593,0.2451023703553149,0.005259203701534
0.3334645669291338,2.893430139975397,1.7879081414859217,10.993994936158977,0.0047365433451586,0.0742956929331269,0.0635524057013314,0.2408504363632197,0.0054399875635789
0.337007874015748,2.8584635553797093,1.7817155544900054,10.57408835459505,0.0050154121644768,0.0775095331273994,0.0664678407131033,0.2371880869302893,0.0054026151551496
0.3405511811023622,2.820562522388778,1.7743032230471951,10.141170303600218,0.0052549015810121,0.0804911141188851,0.0690654827703792,0.2351109193642598,0.0057331187520023
0.3440944881889763,2.7993966136172963,1.7707767131597156,9.820345953283006,0.0055879393033838,0.0836531767103306,0.0721541124366133,0.2331722360372662,0.0058898571243974
0.3476377952755905,2.7504131824778764,1.762284754286176,9.335940116462575,0.0058554857654335,0.0867142653798366,0.0750542252904518,0.2296193180618277,0.0059586358781618
0.3511811023622047,2.7245213926141005,1.7552377293776096,9.07378510167507,0.0061241139388189,0.0892688691215104,0.0774680591468651,0.2274872464152345,0.0062994048711191
0.3547244094488189,2.6928177315027577,1.7506842450603035,8.710138578966099,0.0064654232427764,0.0928962007641933,0.080934624470053,0.223323185848926,0.0065764796940284
0.358267716535433,2.6605065784361375,1.7448117999869588,8.36156024387621,0.0068267644065545,0.0969022611956642,0.0846127999128043,0.2196303718175961,0.0066371847246962
0.3618110236220472,2.6341105423705917,1.7395355792406582,8.081235777602057,0.0071102789119855,0.0993929493189809,0.0869994407333388,0.2190991045405611,0.0069301494657262
0.3653543307086614,2.5993343578559855,1.7292802865348469,7.848405980782228,0.0074265772384504,0.1025054508761577,0.0901939162112639,0.2158973345933319,0.0071050985983898
0.3688976377952755,2.5740504108780184,1.7252828573050092,7.575768184279456,0.0077611273543374,0.1059734175343506,0.0934386246364846,0.2129905594308292,0.0071896660624802
0.3724409448818897,2.5461167779720255,1.7194906817397468,7.319123527402988,0.0081642735757718,0.1102046847508139,0.0975051005263046,0.2112737151146236,0.0076433360273888
0.3759842519685039,2.516674912189899,1.7143541365304815,7.050087702017757,0.0085334943517129,0.1140324494972783,0.1012073866453383,0.2077724930947997,0.0076817134683996
0.3795275590551181,2.4968390203648796,1.711238619942863,6.847102772778529,0.0089049966486722,0.118012532687559,0.1049703613676254,0.205373035728669,0.007963436178979
0.3830708661417322,2.479843899613039,1.7064866839781263,6.669342918323961,0.0092679510613085,0.1206981887122652,0.1076671702926671,0.2049765507189771,0.0080042775324011
0.3866141732283464,2.446139099875185,1.6988758886478923,6.411839349128694,0.0096492067038915,0.124688541764415,0.111588113555936,0.2017107771511924,0.0084091127317732
0.3901574803149606,2.423043148559232,1.6933502819300486,6.243661614719802,0.0099614889517025,0.1268685722902869,0.1138057995033949,0.2008603491323268,0.0085656566314909
0.3937007874015747,2.395062220897002,1.6860388198075755,6.072303120315114,0.0103167304680263,0.1310282701306553,0.1178880591798859,0.1981030014635804,0.0086843108588261
0.397244094488189,2.382658126548662,1.6847674801921264,5.923453198226981,0.0107339573944195,0.135155776340358,0.1217931933237048,0.1960210734895647,0.0090630812211294
0.4007874015748031,2.3565158760609712,1.678979320790959,5.711891594217283,0.0112116735632717,0.1392346998931262,0.1260283836391935,0.1932939356411077,0.0091875003423921
0.4043307086614173,2.337429853255665,1.6753239099819583,5.557056226274578,0.0115655874339051,0.1429110694756485,0.1296480069660346,0.1928443821894251,0.009488278561401
0.4078740157480315,2.31156983982339,1.6686111195748508,5.395345919948005,0.0120300792067436,0.1472881934275465,0.1339910892677711,0.1905191621411341,0.0098461200066322
0.4114173228346456,2.3002054806676107,1.6647496784076603,5.323188304043602,0.01218347850015,0.1482632846629355,0.1350984911468715,0.1907762955020507,0.0097588657346315
0.4149606299212598,2.2774278377478177,1.6611407724006284,5.124201458494294,0.0128584827683782,0.1549565469585234,0.1415835900492603,0.1859144398329445,0.0102116416182625
0.4185039370078739,2.2582708941067993,1.6555328644598817,4.997329875789727,0.0132582140113436,0.1589433558068865,0.1453558903395433,0.1853506292272549,0.0102895587500486
0.4220472440944882,2.2404200706286237,1.651717169425334,4.891994511455956,0.0136767316203425,0.1629833304039641,0.1494729847339868,0.1824677169018314,0.0104173316793671
0.4255905511811023,2.2270542322875433,1.64826618603582,4.786895690864835,0.0139297604303619,0.1641523847576069,0.1510614262587307,0.1815558328498819,0.0107239298957028
0.4291338582677165,2.202350030940619,1.6422327382137338,4.633738676807204,0.0144218805666959,0.1687326363675572,0.1557263079121356,0.1804731069511801,0.0110097936642943
0.4326771653543307,2.187801463556101,1.6388844985036877,4.545822408038648,0.0148227884942237,0.1727478919607431,0.1597705983514245,0.1777017542802676,0.0113218145343699
0.4362204724409448,2.170571503917019,1.6347526224613884,4.410262373104494,0.0153085560476683,0.1767598614592046,0.1637521650077069,0.1776954115269701,0.0114357320127821
0.439763779527559,2.155048921883859,1.6299829492298172,4.3316847703429815,0.0158607782132812,0.1821846655584558,0.1692003628707314,0.1759358363053013,0.0117483362402832
0.4433070866141732,2.1437675073217304,1.6283190676655637,4.236162356419467,0.0161138055218927,0.1849439898024009,0.1719586286525858,0.1740463656957368,0.0117350310559388
0.4468503937007874,2.129038829943849,1.6234541562405362,4.1669600601479,0.0165335221863839,0.1877813288065512,0.1749614452494687,0.1738905953574264,0.0121553004311361
0.4503937007874015,2.113062459009901,1.6199743718715025,4.057244890218588,0.0171755731814718,0.1932832848085742,0.1806544485887067,0.1712453307033282,0.0121891758081525
0.4539370078740157,2.099680953709674,1.617153495714713,3.966255565495678,0.0175971800897802,0.1972153723146054,0.1846690154899701,0.1680234149219555,0.0125020256865608
0.4574803149606299,2.0864709158292523,1.6134161763156192,3.884966687667366,0.0180181890745797,0.2017484121070016,0.1888741267191392,0.1682635256487245,0.0128506630606343
0.461023622047244,2.076877705266097,1.611759715449901,3.8071727435895704,0.0185888669539519,0.2064435895440295,0.1938349583280801,0.1668064268888082,0.0129506134852073
0.4645669291338583,2.056106038195233,1.604311791969666,3.733045583695603,0.0188947745537124,0.2086996097281985,0.1965721661775143,0.166138640872189,0.0131536466162786
0.4681102362204724,2.05335129603056,1.6055498058485835,3.668801322103099,0.0193366755213047,0.2120485153656992,0.2000071667173078,0.1655940621741208,0.0133864770213185
0.4716535433070866,2.035831545749451,1.6001569496771828,3.586669867246491,0.019903918164894,0.2182505274560062,0.2060539692732876,0.1630116975896458,0.0137405425065492
0.4751968503937008,2.0260030475847848,1.5968475248449048,3.533627911322433,0.0203727058081057,0.220712224147146,0.2089908165783151,0.1635194350869445,0.0140075820004555
0.4787401574803149,2.014417411740872,1.5939589088359172,3.4621181492781954,0.0207763991051339,0.2241024946513004,0.2126090542001242,0.1628375096321867,0.0139368150646674
0.4822834645669291,2.00150722625247,1.5910533505793938,3.385208470194151,0.0212487471661176,0.2293760310878152,0.2177681738270085,0.161647424591323,0.0144197324221726
0.4858267716535432,1.992069032523828,1.5888925684579247,3.3273898939418216,0.0217336146099851,0.2333610955224806,0.2219233220395857,0.1598891266222951,0.0145953615814845
0.4893700787401575,1.9824584834900727,1.5857715534252088,3.288175701958024,0.0220710432177228,0.2368692212566914,0.2254202589883,0.1606107519407545,0.0149248162296015
0.4929133858267716,1.9723668247880437,1.5841675498064611,3.208699989170802,0.0225307731033948,0.2394594014549255,0.2284677169859964,0.156704546443522,0.015274828577425
0.4964566929133858,1.9604578105527024,1.581296296245257,3.1418624288863772,0.0230456897595374,0.2448474519585088,0.2340073312414453,0.1573351695611136,0.0153635637647388
0.5,1.9523577384858009,1.5782626527448491,3.1057397098145305,0.0236433457535087,0.2487135588308334,0.2383122643629989,0.1560039080311409,0.0154312788670785
