alpha,test,train
0.2617322834645669,0.3810967829030332,0.001531085327123
0.2644094488188976,0.3770818922684322,0.001569379277853
0.2670866141732283,0.3706676274281814,0.0016685433421067
0.269763779527559,0.3659275368415002,0.0018152838971927
0.2724409448818897,0.3594628609807944,0.0018540036910995
0.2751181102362204,0.352766606111145,0.0019778195245587
0.2777952755905511,0.3494503714979145,0.0020836946050416
0.2804724409448819,0.344394762008528,0.0021488080659889
0.2831496062992126,0.3396160360001281,0.0023443384625496
0.2858267716535433,0.3357982717694397,0.0023971802338562
0.288503937007874,0.3296422236393129,0.0024019065477037
0.2911811023622047,0.3259875694218221,0.002630740428019
0.2938582677165354,0.3201650644265284,0.0028000406875657
0.2965354330708661,0.3152854993894333,0.0028372079876703
0.2992125984251969,0.3120278646415865,0.0030679136123879
0.3018897637795276,0.3061262684750778,0.0032306062091435
0.3045669291338583,0.3007357351883484,0.0033199656598102
0.3072440944881889,0.2952119473774751,0.0034581397433379
0.3099212598425196,0.294118420490309,0.0035807506829546
0.3125984251968504,0.2869865326335692,0.0037020469839479
0.3152755905511811,0.2850120375927564,0.0037508941683123
0.3179527559055118,0.2818713455071267,0.0040191813685088
0.3206299212598425,0.2768090099005496,0.0039417461928305
0.3233070866141732,0.2722455550854605,0.0042286727390033
0.3259842519685039,0.2694640501087292,0.0043086216621764
0.3286614173228346,0.2647824677856435,0.0044559253371668
0.3313385826771653,0.2620934676600226,0.0046702175075418
0.334015748031496,0.2581233725759639,0.0047794015878672
0.3366929133858267,0.2557919494932907,0.0049580942221219
0.3393700787401574,0.252975063842326,0.0051595468608933
0.3420472440944881,0.2487269081766301,0.0053704174756961
0.3447244094488189,0.2460553057762049,0.0053826748534186
0.3474015748031496,0.2445601084113233,0.0056123129561316
0.3500787401574803,0.238897907360847,0.0056464067968318
0.352755905511811,0.2385663747495126,0.0057856319726503
0.3554330708661417,0.2358767946763624,0.0059939292673867
0.3581102362204724,0.2326176415739729,0.0061048298673029
0.3607874015748031,0.2302699068799713,0.0062565020479498
0.3634645669291338,0.2272368207193433,0.0064984279588871
0.3661417322834646,0.2231395755089523,0.0066687137564941
0.3688188976377953,0.2233046401002598,0.0067919140673576
0.371496062992126,0.2206095592761143,0.0069217815754367
0.3741732283464567,0.2197606496068144,0.006979539254253
0.3768503937007874,0.2156999136152963,0.0073091138079138
0.3795275590551181,0.2147401461629352,0.0075197955443982
0.3822047244094488,0.2121555729229895,0.0076376966304825
0.3848818897637795,0.2111139228525914,0.0076361639295899
0.3875590551181102,0.2089167835224662,0.0077967684917491
0.3902362204724409,0.2056515271169765,0.0081271823719739
0.3929133858267716,0.2046639536964114,0.0082589620018681
0.3955905511811023,0.2034828441598068,0.0084234793372547
0.398267716535433,0.2006411693019273,0.0086234902185248
0.4009448818897637,0.2005818783212139,0.0088786036026516
0.4036220472440944,0.1975838473285363,0.0088759676706358
0.4062992125984251,0.1962651312284903,0.0091051986048771
0.4089763779527559,0.1946221866462031,0.0092813334960444
0.4116535433070866,0.1919885975061772,0.0093242597037956
0.4143307086614173,0.1916365855832463,0.0095591970698324
0.417007874015748,0.1898847688003519,0.0096250150437434
0.4196850393700787,0.1873522199743713,0.0098928028346907
0.4223622047244094,0.1867769975816039,0.0101777705779692
0.4250393700787401,0.1866047003260362,0.0102113867021892
0.4277165354330708,0.1858415603892987,0.0103807028073107
0.4303937007874016,0.1829494160977613,0.0105388227574188
0.4330708661417323,0.1816766588506896,0.0108114346861837
0.435748031496063,0.1807892049367249,0.0108587761283956
0.4384251968503937,0.179699535437603,0.0111685319381291
0.4411023622047244,0.1782389979678133,0.0113800366709295
0.4437795275590551,0.1766142342743046,0.0117555991217137
0.4464566929133858,0.1774140851374678,0.0118284651077847
0.4491338582677165,0.1757804314957256,0.011989913310026
0.4518110236220471,0.1728982796441224,0.012040222055402
0.4544881889763779,0.1727512793069498,0.0122158107642638
0.4571653543307086,0.1711536514945925,0.0124097998041801
0.4598425196850393,0.1708094201946728,0.0125964329467233
0.46251968503937,0.1695910307058943,0.0125302780754633
0.4651968503937007,0.1688032408902791,0.0130062498417712
0.4678740157480314,0.1687326767941421,0.0128732153921804
0.4705511811023621,0.1674436738119012,0.0133053751451616
0.4732283464566928,0.1674299430713373,0.0132819980913716
0.4759055118110236,0.1654029915060036,0.0136818233089886
0.4785826771653543,0.1643647450994118,0.0136801288742176
0.481259842519685,0.1633934395128683,0.0139163678375511
0.4839370078740157,0.1636060079510133,0.0141891471737867
0.4866141732283464,0.1615742971411489,0.0147180614533274
0.4892913385826771,0.1616384392689323,0.0144477079154251
0.4919685039370078,0.1589810346882728,0.0148090163399534
0.4946456692913386,0.1599651358045964,0.0146746312536694
0.4973228346456693,0.159105024536493,0.0150271488383155
0.5,0.158241730619281,0.015391337059034
