alpha,test,train
0.025,0.4933230507984196,0.0
0.0255019607843137,0.4923322720485489,0.0
0.0260039215686274,0.4908031642788308,0.0
0.0265058823529411,0.4901105305476195,0.0
0.0270078431372549,0.4873523768382112,0.0
0.0275098039215686,0.4866846740002706,0.0
0.0280117647058823,0.4858574659205558,0.0
0.028513725490196,0.4854395106556149,0.0
0.0290156862745098,0.4815084600079552,0.0
0.0295176470588235,0.4812935969810465,0.0
0.0300196078431372,0.4810929885210659,0.0
0.0305215686274509,0.4797860333470751,0.0
0.0310235294117647,0.4770190002666122,0.0
0.0315254901960784,0.4761503675890706,0.0
0.0320274509803921,0.4729655107270941,0.0
0.0325294117647058,0.4769328767121967,0.0
0.0330313725490196,0.4711873619112456,0.0
0.0335333333333333,0.4690403761665912,0.0
0.034035294117647,0.4703754490243331,0.0
0.0345372549019607,0.4681775751765416,0.0
0.0350392156862745,0.4680043593542911,0.0
0.0355411764705882,0.4685435725951909,0.0
0.0360431372549019,0.4650453421161391,0.0
0.0365450980392156,0.4634322264956715,0.0
0.0370470588235294,0.4624646582269095,0.0
0.0375490196078431,0.4614356709149033,0.0
0.0380509803921568,0.4600840456388671,0.0
0.0385529411764705,0.4589290625353389,0.0
0.0390549019607843,0.4549359967637778,0.0
0.039556862745098,0.4555156353546627,0.0
0.0400588235294117,0.4531989809214238,0.0
0.0405607843137254,0.4539070932324769,0.0
0.0410627450980392,0.4512087006287676,0.0
0.0415647058823529,0.4510085930174142,0.0
0.0420666666666666,0.4481984467266228,0.0
0.0425686274509803,0.4476248389594399,0.0
0.0430705882352941,0.4454694230942665,0.0
0.0435725490196078,0.4441562680818846,0.0
0.0440745098039215,0.4422464737064375,0.0
0.0445764705882352,0.4419922230128554,0.0
0.045078431372549,0.4421517766255842,0.0
0.0455803921568627,0.4399502446542149,0.0
0.0460823529411764,0.4378463222233024,0.0
0.0465843137254902,0.437879536620451,0.0
0.0470862745098039,0.4356697339247732,0.0
0.0475882352941176,0.4348887854562329,0.0
0.0480901960784313,0.4343998274575634,0.0
0.048592156862745,0.4302838085678843,0.0
0.0490941176470588,0.4327507371809421,0.0
0.0495960784313725,0.431087008293095,0.0
0.0500980392156862,0.4271274939930295,0.0
0.0506,0.426706165161594,0.0
0.0511019607843137,0.4252416748563219,0.0
0.0516039215686274,0.4239401792036811,0.0
0.0521058823529411,0.423953894286744,0.0
0.0526078431372549,0.4223319706947495,0.0
0.0531098039215686,0.4213213103313085,0.0
0.0536117647058823,0.4208645942790389,0.0
0.054113725490196,0.4189137853222858,0.0
0.0546156862745098,0.4195555429960105,0.0
0.0551176470588235,0.4133808829896429,0.0
0.0556196078431372,0.4124391553725582,0.0
0.0561215686274509,0.4132223249043926,0.0
0.0566235294117647,0.4136773214706653,0.0
0.0571254901960784,0.4123323300988883,0.0
0.0576274509803921,0.4137773269234154,0.0
0.0581294117647058,0.4084725216621511,0.0
0.0586313725490196,0.4082568641432274,0.0
0.0591333333333333,0.4063066812542923,0.0
0.059635294117647,0.4057114467481819,0.0
0.0601372549019607,0.4033947478857355,0.0
0.0606392156862745,0.4040328136281843,0.0
0.0611411764705882,0.4032148785852654,0.0
0.0616431372549019,0.3994775084363087,0.0
0.0621450980392156,0.3995360626006711,0.0
0.0626470588235294,0.3978957444356527,0.0
0.0631490196078431,0.396060010942041,0.0
0.0636509803921568,0.3977278246647413,0.0
0.0641529411764705,0.3949538470643567,0.0
0.0646549019607843,0.3947773461562992,0.0
0.065156862745098,0.3907580403988486,0.0
0.0656588235294117,0.3922441833098522,0.0
0.0661607843137254,0.3903727957641618,0.0
0.0666627450980392,0.3890027314975085,0.0
0.0671647058823529,0.3883432866098081,0.0
0.0676666666666666,0.3857301990935217,0.0
0.0681686274509804,0.3858613059943345,0.0
0.0686705882352941,0.3841729401301786,0.0
0.0691725490196078,0.383326104919817,0.0
0.0696745098039215,0.3823003584686973,0.0
0.0701764705882352,0.3811880345784214,0.0
0.070678431372549,0.3795479751849887,0.0
0.0711803921568627,0.3797891733554994,0.0
0.0716823529411764,0.3783373763958016,0.0
0.0721843137254902,0.3778963492241309,0.0
0.0726862745098039,0.3757090089840986,0.0
0.0731882352941176,0.3774459184134862,0.0
0.0736901960784313,0.3729036381188008,0.0
0.0741921568627451,0.3725618024944515,0.0
0.0746941176470588,0.3701369033575825,0.0
0.0751960784313725,0.370596255773222,0.0
0.0756980392156862,0.3696590942106711,0.0
0.0762,0.3706212277208069,0.0
0.0767019607843137,0.368280431381499,0.0
0.0772039215686274,0.3679812953584525,0.0
0.0777058823529411,0.3681693221547512,0.0
0.0782078431372549,0.3641746960054323,0.0
0.0787098039215686,0.3635254479409247,0.0
0.0792117647058823,0.3634506935821153,0.0
0.079713725490196,0.3604119645276661,0.0
0.0802156862745098,0.3613483951564518,0.0
0.0807176470588235,0.3582200215831533,0.0
0.0812196078431372,0.3583361849869788,0.0
0.0817215686274509,0.3591603785282837,0.0
0.0822235294117647,0.3561742970120984,0.0
0.0827254901960784,0.3573012322216166,0.0
0.0832274509803921,0.3556312988811142,0.0
0.0837294117647058,0.3550477270074367,0.0
0.0842313725490196,0.3541433611009729,0.0
0.0847333333333333,0.3525676745677978,0.0
0.085235294117647,0.3502352083195884,0.0
0.0857372549019607,0.3506633476883571,0.0
0.0862392156862745,0.350073032484789,0.0
0.0867411764705882,0.3498197193115485,0.0
0.0872431372549019,0.3466619448284922,0.0
0.0877450980392156,0.3495509467942744,0.0
0.0882470588235294,0.3481113049203859,0.0
0.0887490196078431,0.3456782214173116,0.0
0.0892509803921568,0.3479371063138502,0.0
0.0897529411764705,0.3437352846979337,0.0
0.0902549019607843,0.3462221820048373,0.0
0.090756862745098,0.3424025886510594,0.0
0.0912588235294117,0.3423487264838724,0.0
0.0917607843137255,0.3415724979033597,0.0
0.0922627450980392,0.3401664789617861,0.0
0.0927647058823529,0.3402660007739282,0.0
0.0932666666666666,0.339154769885421,0.0
0.0937686274509803,0.3382353110079837,0.0
0.0942705882352941,0.3384306322666313,0.0
0.0947725490196078,0.3373100918040193,0.0
0.0952745098039215,0.3367066963157533,0.0
0.0957764705882353,0.3345344124578595,0.0
0.096278431372549,0.3347560163311093,0.0
0.0967803921568627,0.333984942791954,0.0
0.0972823529411764,0.3335217777609159,0.0
0.0977843137254902,0.3330682726613462,0.0
0.0982862745098039,0.331309508326753,0.0
0.0987882352941176,0.3321570657150727,0.0
0.0992901960784313,0.3301876466738007,0.0
0.099792156862745,0.3313827207759482,0.0
0.1002941176470588,0.3298170721513885,0.0
0.1007960784313725,0.3289218668557352,0.0
0.1012980392156862,0.3302228681025984,0.0
0.1018,0.3284151604921142,0.0
0.1023019607843137,0.3292901917219206,0.0
0.1028039215686274,0.3246525519168826,0.0
0.1033058823529411,0.3266075411211497,0.0
0.1038078431372549,0.3255856499331748,0.0
0.1043098039215686,0.3241846657218225,0.0
0.1048117647058823,0.3248293617140247,0.0
0.105313725490196,0.3242835975367595,0.0
0.1058156862745098,0.3236424156597989,0.0
0.1063176470588235,0.3249899034666264,0.0
0.1068196078431372,0.3234582460455349,0.0
0.1073215686274509,0.3234048339467511,0.0
0.1078235294117647,0.3199043523933269,0.0
0.1083254901960784,0.3225939886385619,0.0
0.1088274509803921,0.3212725760293044,0.0
0.1093294117647058,0.3197084538348409,0.0
0.1098313725490196,0.3229272847954105,0.0
0.1103333333333333,0.3209424497280537,0.0
0.110835294117647,0.3206196728770074,0.0
0.1113372549019607,0.3193754470714396,0.0
0.1118392156862745,0.3200936585473562,0.0
0.1123411764705882,0.3195011208373154,0.0
0.1128431372549019,0.3183958746965988,0.0
0.1133450980392156,0.3200034438636512,0.0
0.1138470588235294,0.3175112197868667,0.0
0.1143490196078431,0.318343108231218,0.0
0.1148509803921568,0.3195787123755541,0.0
0.1153529411764705,0.3169639407178807,0.0
0.1158549019607843,0.3171030907970811,0.0
0.116356862745098,0.3175725253742691,0.0
0.1168588235294117,0.3183459128939179,0.0
0.1173607843137254,0.3174268831034857,0.0
0.1178627450980392,0.3163883204684699,0.0
0.1183647058823529,0.316645921303522,0.0
0.1188666666666666,0.3153703689198225,0.0
0.1193686274509804,0.3179456802022837,0.0
0.1198705882352941,0.318362295057932,0.0
0.1203725490196078,0.3175912237030971,0.0
0.1208745098039215,0.3160037596320426,0.0
0.1213764705882352,0.3174804249084558,0.0
0.121878431372549,0.3169404962955323,0.0
0.1223803921568627,0.3154649243813862,0.0
0.1228823529411764,0.3168924426223599,0.0
0.1233843137254901,0.3160537614226811,0.0
0.1238862745098039,0.3147475696195683,0.0
0.1243882352941176,0.3159164907798,0.0
0.1248901960784313,0.3145854585381081,0.0
0.1253921568627451,0.3174006846993388,0.0
0.1258941176470588,0.3180128608349788,0.0
0.1263960784313725,0.3179652535309218,0.0
0.1268980392156862,0.3173289254694097,0.0
0.1274,0.3169742911910394,0.0
0.1279019607843137,0.3170440374348457,0.0
0.1284039215686274,0.3194108266896378,0.0
0.1289058823529411,0.3200592822926152,0.0
0.1294078431372549,0.3205790159423433,0.0
0.1299098039215686,0.3215661087982667,0.0
0.1304117647058823,0.3208334631872032,0.0
0.1309137254901961,0.322902271775361,0.0
0.1314156862745098,0.3198896566202358,0.0
0.1319176470588235,0.3226187879619305,0.0
0.1324196078431372,0.3230803152898125,0.0
0.1329215686274509,0.3242964863085528,0.0
0.1334235294117647,0.3237346620545637,0.0
0.1339254901960784,0.3233833307216608,0.0
0.1344274509803921,0.3255351633118811,0.0
0.1349294117647058,0.3277708596407195,0.0
0.1354313725490196,0.3253728389666938,0.0
0.1359333333333333,0.3289112287810484,0.0
0.136435294117647,0.3310459744765034,0.0
0.1369372549019608,0.3317606889010513,0.0
0.1374392156862745,0.3318462338515462,0.0
0.1379411764705882,0.3325762154955137,0.0
0.1384431372549019,0.3336260998052635,0.0
0.1389450980392156,0.3346039746782724,0.0
0.1394470588235294,0.3360792883842811,0.0
0.1399490196078431,0.3376808017939883,0.0
0.1404509803921568,0.3384492558178693,0.0
0.1409529411764706,0.3394176151184697,0.0
0.1414549019607843,0.3444846769377334,0.0
0.141956862745098,0.3438988679270287,0.0
0.1424588235294117,0.3438781634567568,0.0
0.1429607843137255,0.3473543916059202,0.0
0.1434627450980392,0.3506595637711805,0.0
0.1439647058823529,0.3537233578618326,0.0
0.1444666666666666,0.3562085519537153,0.0
0.1449686274509803,0.3574570505671258,0.0
0.1454705882352941,0.3585873135587689,0.0
0.1459725490196078,0.362506226766433,0.0
0.1464745098039215,0.367266829209494,0.0
0.1469764705882353,0.3670726831472351,0.0
0.147478431372549,0.3718230995256291,0.0
0.1479803921568627,0.3763323065302223,0.0
0.1484823529411764,0.3780784804482274,0.0
0.1489843137254902,0.3841390931316238,0.0
0.1494862745098039,0.3880473287355905,0.0
0.1499882352941176,0.3965708293317242,0.0
0.1504901960784313,0.4021419537703152,0.0
0.150992156862745,0.4081199758744864,0.0
0.1514941176470588,0.4157023144623965,0.0
0.1519960784313725,0.425080864690982,0.0
0.1524980392156862,0.4347135847811133,0.0
0.1534820893326777,0.4982346718462192,0.0
0.16,0.5024888783393624,2.975677611965106e-07
0.1626771653543307,0.497585267539102,1.1173047790385643e-06
0.1653543307086614,0.4923936158316155,2.516586045353997e-06
0.1680314960629921,0.4879619594232484,6.817833523389686e-06
0.1707086614173228,0.4867610159884682,8.488864762372893e-06
0.1733858267716535,0.4835778428357761,1.4966642549937893e-05
0.1760629921259842,0.4775977101769915,2.1305853809669884e-05
0.1787401574803149,0.4822258280122508,2.981585629847558e-05
0.1814173228346456,0.479087358004738,3.5134678750511775e-05
0.1840944881889764,0.4773568985140936,5.727487005921625e-05
0.1867716535433071,0.4705658798470672,6.155454672193759e-05
0.1894488188976378,0.4741418500607696,7.670124697333738e-05
0.1921259842519685,0.4684806390662399,9.727839694021042e-05
0.1948031496062992,0.4648360974760938,0.0001184527488942
0.1974803149606299,0.4649493500852569,0.0001299485703531
0.2001574803149606,0.4631432717754767,0.0001581686003909
0.2028346456692913,0.4581074011681695,0.0001883753229757
0.205511811023622,0.4571751456229543,0.0002144276297132
0.2081889763779527,0.4568140068357646,0.000249326532914
0.2108661417322834,0.4518065673092593,0.0002888518819392
0.2135433070866141,0.4485772385916188,0.0003137110382851
0.2162204724409449,0.4477031987173402,0.0003746608001946
0.2188976377952756,0.4444696257751621,0.0004064183866714
0.2215748031496063,0.4401278470854238,0.0004586075859749
0.224251968503937,0.4383776389201295,0.0005240663143048
0.2269291338582677,0.433657387876839,0.0005761936989205
0.2296062992125984,0.4316429371987233,0.0006188713289512
0.2322834645669291,0.4264405660597486,0.0006903523662162
0.2349606299212598,0.4201326552042022,0.0007036689146317
0.2376377952755905,0.4214079906581249,0.0007529300921547
0.2403149606299212,0.4133488294867735,0.0008383297554336
0.2429921259842519,0.4134875201192871,0.0009285058894267
0.2456692913385826,0.4026825109883826,0.0009872192992503
0.2483464566929134,0.3995734637947466,0.0011066573744949
0.2510236220472441,0.3996926939432959,0.001125179102578
0.2537007874015748,0.3935824113244104,0.0012312493799562
0.2563779527559055,0.3916654732826677,0.001346968450637
0.2590551181102362,0.3831511602212111,0.0014317155941506
