alpha,q,m,sigma,q_hat,m_hat,sigma_hat,test,train
0.05,0.3855445818158787,0.3654275993682884,20.197705861102182,0.0002945452727137,0.0060555251346206,0.0082319622113901,0.3890266320328818,0.0028980151802817
0.0535433070866141,0.3996655388154753,0.3849822480979676,20.2368109654129,0.0003064094518482,0.0064661228556306,0.0087389985987493,0.3819303329954885,0.0030191625163236
0.0570866141732283,0.4208604034370308,0.40924918507888,20.35484372155971,0.0003204132133903,0.0069002586101503,0.0092557731717793,0.3748364011791217,0.0031457433531195
0.0606299212598425,0.4397889975400437,0.4315187853733948,20.43391248830503,0.00033268852496,0.007297266109314,0.0097526777641879,0.3659886191850779,0.0032736974144783
0.0641732283464567,0.4585864030457857,0.4545222922897635,20.37890142678437,0.0003502212269863,0.0078149956312385,0.0104583888228583,0.3610811823785242,0.0033980142584015
0.0677165354330708,0.4749801853637649,0.4749889404439943,20.338075535137285,0.0003636481958138,0.008226766208211,0.0109730392452195,0.3524132485949192,0.003535621435262
0.071259842519685,0.494582649715227,0.4980933837854689,20.284533916350785,0.000377043429105,0.008702186739757,0.0114777916266776,0.3470584852633707,0.0036500435154816
0.0748031496062992,0.5128454698686709,0.5184758506731395,20.22057911727769,0.0003919141582985,0.0091437740079006,0.0120296407453425,0.3414537511858315,0.0037623694375508
0.0783464566929133,0.5298312999526111,0.5398727572923101,20.07381861748549,0.0004085968473676,0.009683206501214,0.0126680186729735,0.3339538008965678,0.0038913144607477
0.0818897637795275,0.5483762331168227,0.5606452512848905,19.938517296873723,0.0004243158522551,0.0101427539780368,0.0132646142153621,0.3269835764157421,0.0040030619738416
0.0854330708661417,0.5642570501991728,0.5794031075492752,19.811154580038217,0.0004418957715195,0.0106967352575314,0.0139299768973829,0.3217404804701946,0.004103581016599
0.0889763779527559,0.5806343214904751,0.5988897386947374,19.550267805000164,0.0004617188160516,0.0112776690135895,0.0146469817889085,0.3157359698017319,0.0042260904183839
0.09251968503937,0.6010423121758621,0.6196929517002607,19.420733475115448,0.000480315351152,0.0118253840034768,0.0152783396028744,0.3080857571955091,0.004353605977169
0.0960629921259842,0.6190394877922196,0.6394403416079412,19.246042493672924,0.0004972291049755,0.0123422702939875,0.015899562558106,0.3052284189831299,0.0044532332829321
0.0996062992125984,0.6481335880212054,0.663851279123197,19.01734686937362,0.0005330822376862,0.0129679270683725,0.0166186106864241,0.3022577935196409,0.0045487393952849
0.1031496062992126,0.6522787188661276,0.6767079333771352,18.731564484483872,0.0005413135726104,0.0135753198036052,0.0173506972938327,0.2941006453057035,0.0046793693520073
0.1066929133858267,0.6692940874646076,0.6962353158388999,18.384301453372384,0.0005716410011676,0.0144362294696004,0.0183924332187395,0.2900421362268877,0.004806209714474
0.1102362204724409,0.6853604893141627,0.7116908879747021,18.2267651780162,0.0005902867055119,0.0149204083122209,0.0189548244133066,0.2848582336088865,0.004905145568262
0.1137795275590551,0.7049900592470815,0.7312332524650641,17.96132260152819,0.0006138812713707,0.0155901146876796,0.019689429392052,0.2800463298520599,0.0050018998378479
0.1173228346456693,0.7235841746976506,0.7497639498825648,17.698730166659836,0.0006415303049788,0.016370287144704,0.0205952855327039,0.2751068445360689,0.0051042719591434
0.1208661417322834,0.7390273338929243,0.765906951925267,17.435024642892984,0.0006658238449334,0.0170270378616393,0.0213689864222774,0.2698349438687926,0.0052389197168551
0.1244094488188976,0.752345446772518,0.7813523175392697,17.061383246815467,0.000701918260732,0.0179252731825733,0.0224761374908139,0.2651348993276526,0.0053225677909885
0.1279527559055118,0.7712354531264305,0.7992277215544109,16.77187469690892,0.0007280782479236,0.0185829036181203,0.0231908446568728,0.2605660443955216,0.0054319597230729
0.131496062992126,0.7898630467039917,0.8159113424972182,16.525408226623075,0.0007606918775566,0.0193810534341116,0.0240699641178403,0.2570853094184516,0.005523646970654
0.1350393700787401,0.8065875777853039,0.8304967788742026,16.305809096322502,0.0007952747547501,0.0202477069097581,0.0250548430828896,0.2548328401899444,0.0056267770745005
0.1385826771653543,0.8262073204042064,0.8495533271382903,15.93790988479493,0.0008320805659389,0.0211459989190969,0.0260758320834395,0.2497176577089193,0.0057599560882064
0.1421259842519684,0.8378257488434029,0.8616163470707677,15.6059583300484,0.0008690821495181,0.021974948832555,0.0270539296215549,0.2454869409961675,0.0058588204235706
0.1456692913385827,0.8573117494809442,0.8776295803587217,15.405016240274154,0.0009063243118473,0.0228685679081765,0.0280535606209997,0.2438411453006894,0.005969615386094
0.1492125984251968,0.8755939753636768,0.8930088528022009,15.071269887127194,0.0009546116109532,0.0239683004042065,0.0292546609104329,0.240629682142178,0.0060948110327091
0.152755905511811,0.8905996213150554,0.9084181623072776,14.676446255097634,0.001000122721453,0.0249981236012867,0.0303808134683824,0.2354752782344592,0.0062006430035423
0.1562992125984252,0.9066611854496232,0.9210131756887154,14.46433448253656,0.0010444273269718,0.0259434095745822,0.0314736136462866,0.2358834672813466,0.0062929516870932
0.1598425196850393,0.9239084472477094,0.933793609910005,14.271248813490333,0.0010855353672915,0.026848488901594,0.0324009626499025,0.2324690466672025,0.0064241377447956
0.1633858267716535,0.9427694215600062,0.9514004437256032,13.843657920130394,0.001150156136684,0.0281711107403894,0.0339433305868944,0.2268911708171007,0.0065167338025823
0.1669291338582677,0.9574636740291568,0.962931826872096,13.577885043115495,0.0012024855817889,0.0292232468172922,0.0350679931798648,0.2266471872558878,0.0066131256291401
0.1704724409448819,0.970801469464273,0.9735477984548064,13.360599258878125,0.0012553057643651,0.0302885830615865,0.036241555977633,0.2265859097261385,0.0067843976821477
0.174015748031496,0.9921731633179944,0.9902238351151396,13.0464306867545,0.001320207890268,0.0315807135321596,0.0376145697068084,0.2199894878341705,0.0068727380772562
0.1775590551181102,1.0041986989748144,1.0007829105253176,12.72277276056692,0.001386332080668,0.032736401068964,0.0389299351812387,0.2177630693751316,0.0069639529299115
0.1811023622047244,1.0189973983519447,1.0124317771248994,12.455163852047006,0.0014519167695177,0.0340606730355351,0.0404205255977207,0.2172422046934772,0.0071069292930304
0.1846456692913385,1.0370182502308134,1.025430607266181,12.201840564997031,0.0015332960748809,0.0355219100135117,0.0419766803426097,0.2151481068321909,0.0072053768316493
0.1881889763779527,1.0518384720117582,1.035365117743193,11.99061238859153,0.0016035583560487,0.0366390067997541,0.0431794329235406,0.212649264890426,0.007326504858279
0.1917322834645669,1.0665480037892756,1.0476213280772837,11.634765862937943,0.0016955262916826,0.0382705011833165,0.0450069553858033,0.2106300236059273,0.0074884652207625
0.1952755905511811,1.0827750106362146,1.0602335786394057,11.387461879184285,0.0017752574160093,0.0397618233271953,0.046526846100464,0.2091245867971614,0.0075737791769341
