alpha,q,m,sigma,q_hat,m_hat,sigma_hat,MSE
0.1,0.6383887330662396,0.6613863076971955,18.885693299271907,0.0005275396909898,0.0131375464359682,0.0168736546890622,0.8156161176718486
0.05,0.3832255259085667,0.3643670222646821,20.136126319843008,0.0002950840236424,0.0060732782719224,0.0082652876229938,1.1544914813792024
0.5,1.4646557228476635,1.3815484739946065,2.310121077964071,0.0281896834177679,0.2924661675530446,0.3103211031372401,0.2015587748584506
4.0,1.1926007419399467,1.327601992584206,0.1548219770471557,0.6142191519540877,4.6816444300730735,5.280667200946971,0.0373967567715345
40.0,1.157190611045413,1.316539546360454,0.0145438835191698,6.802897218140043,50.77102913796269,57.88127088265144,0.0241115183245055
