alpha,rank
0.02,0.0517729695789817
0.0213014370561874,0.26644092179387147
0.0226875610329358,0.08055332967027506
0.0241638826650747,0.16559561292862623
0.0257362712811595,0.15057682573955777
0.0274109781378292,0.1464622383845643
0.029194661272575,0.16436278237259916
0.0310944119737236,0.17086174539918175
0.0331177829728718,0.17494420895306706
0.0352728184718553,0.17957314030402416
0.0375680861236276,0.19113093105224144
0.0400127110941943,0.1956902035239897
0.0426164123410197,0.20423982186109257
0.0453895412521382,0.21344603161496067
0.0483431227995823,0.22154413907359105
0.0514888993707423,0.22976352846444992
0.0548393774519119,0.23767172403677572
0.0584078773496204,0.24821370100878903
0.0622085861474229,0.25828461177335205
0.0662566141086874,0.2680024897782475
0.0705680547496154,0.2759910065137353
0.0751600488213262,0.2870957952147649
0.080050852455373,0.2974400732813105
0.0852599097436139,0.30829142248552943
0.090807930040991,0.31988296929870175
0.0967169702985423,0.331335738974028
0.1030105227539777,0.3431892819676303
0.1097136083284412,0.35617618735315815
0.116852876100775,0.36920477573334576
0.1244567092547566,0.38217159695518743
0.1325553379205213,0.3949689530765689
0.1411809593587824,0.4059965876082141
0.1503678659656633,0.4227776589224802
0.1601525816070407,0.43447596643431485
0.1705740068244154,0.4452677328415149
0.181673573489599,0.4559239162333695
0.1934954095230673,0.46779642674772204
0.2060865143308419,0.47930654737066014
0.2194969456573755,0.488188165188002
0.2337800185972996,0.4970916302405217
0.2489925175572358,0.5050572494777623
0.2651949220103559,0.5126832597096873
0.2824516469412074,0.519237918519948
0.300831298936731,0.5262423248974225
0.3204069489415949,0.5305430843538244
0.3412564227622232,0.5351660825586528
0.3634626104744601,0.5399392215002534
0.3871137959649653,0.5437910929859469
0.4123040079164758,0.5465426638723392
0.4391333936323318,0.549849700452424
0.467708617186456,0.5531657702084525
0.498143283481689,0.5556115575793306
0.530558389902388,0.558020487800061
0.5650828073568951,0.5599253657596214
0.6018537926223309,0.5616740467878256
0.641017534028615,0.5636625122117382
0.6827297326511534,0.5653749103246639
0.7271562213228127,0.5670530247189965
0.7744736239261518,0.5684627402344871
0.8248700575870174,0.5692423372871167
0.8785458805611797,0.5711081480130209
0.9357144887873392,0.572592025964763
0.9966031642733082,0.5735220581231133
1.0614539786882573,0.5746076317688036
1.1305247557533848,0.5754650492298427
1.2040900962571233,0.5765253381569979
1.282442469769992,0.5772522950719994
1.3658933773993558,0.5782307298436192
1.4547745902067863,0.579214639759339
1.54943946821154,0.5798515508910334
1.650264365224037,0.5805168582661744
1.7576501250944516,0.5810981737584539
1.8720236753249755,0.5818641111461733
1.9938397243813872,0.5824261944970031
2.123582569451816,0.5828278479795876
2.261768021839738,0.5838541836338
2.408945457645844,0.5844573376637399
2.565700001891586,0.5847722433888392
2.732654854767688,0.5854637517458076
2.910473769255951,0.5856985231725471
3.09986368997452,0.5862836257581955
3.3015775637376668,0.5868090269630546
3.5164173330039383,0.5873759482808412
3.745237124113504,0.5877701196644307
3.988946642990024,0.5879595637017399
4.248514791807115,0.5884877319152579
4.5249735209980395,0.588637754412771
4.819421931922742,0.5892577953886255
5.13303064650309,0.5895331842676039
5.467046461198349,0.5899830196064736
5.82279730382346,0.5900398045504323
6.201697512916677,0.5904918830922403
6.605253460645456,0.5908010655953202
7.03506954160519,0.5910921010180821
7.492854551320239,0.5912712944248553
7.980428479805802,0.5914397680892267
8.499729747199467,0.5922863125325972
9.052822910228684,0.5925117189593561
9.64190687015242,0.5926600604335694
10.269323614808677,0.5925950924920952
10.937567529523342,0.5931967976223314
11.64929531389708,0.5933373678213865
12.407336543895918,0.5935136629119158
13.214704921236688,0.5934547959127168
14.07461025479072,0.5938574127666685
14.990471221639778,0.5939604724588379
15.965928958517488,0.5941664704673273
17.004861537671072,0.5944515466215148
18.11139938469418,0.5946442557974364
19.2899416996268,0.5947213432003449
20.545173946606333,0.594674674624828
21.8820864816029,0.5949109060214632
23.30599439229577,0.5952423161298679
24.822558628967354,0.5955302365867868
26.43780851042356,0.5954569415856527
28.158165694416276,0.5955339173851057
29.990469707865316,0.5956978689588515
31.94200513837954,0.5957886381296178
34.02053059518046,0.5960109317324519
36.23430955456687,0.5962222109364501
38.59214321255092,0.596338573854293
41.10340547527635,0.5963383323277229
43.778080226327575,0.5962587236544433
46.62680101909216,0.5966158487176706
49.66089335197852,0.5967778418483921
52.89241969456052,0.5000816995668447
56.33422744365657,0.5171026598617767
60.0,0.5471087271993501
