alpha,q,m,sigma,q_hat,m_hat,sigma_hat
0.34125642276222323,1.5986155514150735,1.5206081367380262,6.3017741911507885,0.0065263322254996,0.1028491828087511,0.113036480244368
0.36346261047446016,1.6355047957977773,1.5462940598906507,5.6439126954391385,0.0079664697261322,0.1165312206806405,0.1275664983714755
0.3871137959649653,1.6730752276972722,1.576163779097843,5.001941013785314,0.0100417059357179,0.140048223787644,0.151621102952811
0.4123040079164758,1.700096677978804,1.599382488257501,4.4397118632535015,0.0115606500128501,0.1539736785248936,0.1653603163397314
0.4391333936323318,1.7097931745727055,1.613233357969286,3.9675203971591753,0.0142233812124448,0.1796511157407454,0.1926291434175798
0.467708617186456,1.7217768959509134,1.6283457979111813,3.5256499035814657,0.0173597910733641,0.2085264739475272,0.2223774833137712
0.498143283481689,1.7243611738221725,1.6425657662124733,3.0586959720506983,0.0210069031560343,0.2443538271715132,0.2597141366341901
0.530558389902388,1.72030436868913,1.6469804933208283,2.7864350706371503,0.0238387410249551,0.2655576391868365,0.282942374483179
0.5650828073568951,1.7156488062577362,1.6479208127590836,2.549377231686072,0.0275283056451483,0.2960206549023927,0.3144741859967869
0.6018537926223309,1.7139443738425952,1.6562997930096308,2.245094208377511,0.0320772590536369,0.3351995853192261,0.3558607686357704
0.641017534028615,1.7076153404842338,1.6602616520842917,2.0568142753371093,0.0362259161080034,0.3659846078413565,0.3899304824797347
0.6827297326511534,1.686777386175227,1.6600214324064673,1.7937447699994644,0.0426912109115565,0.4285087499077235,0.4560098512637507
0.7271562213228127,1.6787968528031425,1.6588839513522005,1.6604801236237623,0.0483421875003736,0.46219555260123,0.4943763311268646
0.7744736239261518,1.6619851707755475,1.6551969702621434,1.5082601900430448,0.0544552039221747,0.525224736297236,0.5617935710923614
0.8248700575870174,1.6510269673062818,1.6549332602729718,1.3647836415268673,0.0613084422968938,0.5750886628478509,0.6171377510667813
0.8785458805611797,1.6284905960115867,1.649147536646253,1.2313914369104406,0.0688548680109618,0.6212478078856274,0.671524283080206
0.9357144887873392,1.6178811945060767,1.6491181211870154,1.11481544774761,0.0804206899431688,0.7117467315369046,0.7691333376195157
0.9966031642733082,1.5973875702928035,1.6423294449074652,1.0076072316777591,0.087705221258562,0.7748130058428523,0.8384626261203787
1.0614539786882573,1.5990807148525468,1.6451925958412146,0.9416552153840372,0.0968238166029325,0.8386001208313031,0.9093425550265936
1.1305247557533848,1.5758495202485745,1.637056788146367,0.8618179305869582,0.107928709639038,0.912887719091214,0.9974700954907336
1.2040900962571233,1.561716398638119,1.633428739741056,0.7838728567652339,0.1175252222887251,1.0188977515766928,1.1137375616777292
1.2824424697699919,1.5568378786213195,1.6341032721061857,0.7169182219156915,0.1272780754809397,1.0971648141885195,1.1983713448813824
1.3658933773993558,1.5404704721063538,1.6274182750397967,0.6631815984019054,0.1435461206648803,1.190871347541144,1.307864023078377
1.4547745902067863,1.542745271746771,1.6318104144883003,0.6096590674120853,0.1570904596039097,1.32535011090787,1.4545158959986813
1.54943946821154,1.5328987582542246,1.6290081006612518,0.5644604038771089,0.1642844697757496,1.3693367877342235,1.5023902796373116
1.650264365224037,1.5095253763758756,1.61866495312143,0.5132720739368012,0.1859501016307224,1.5535868073499195,1.7173259644292915
1.7576501250944516,1.5037850040865808,1.6164087124776794,0.4895782510177049,0.2010173632569251,1.6863890587934551,1.861050898580656
1.8720236753249757,1.5057610849400451,1.6199104589809852,0.4497530349841734,0.2175006598384254,1.7430925731366145,1.923657161405098
1.9938397243813872,1.4970682705456264,1.6167741141669838,0.4175254066229428,0.2358690824501823,1.8631647834040628,2.0659870916539043
2.123582569451816,1.486865510517433,1.613402173039128,0.3811691461512816,0.2549649026069676,2.044059352846522,2.27076023107088
2.261768021839738,1.4764694956600264,1.608927758337373,0.3586757061786625,0.2806507879953125,2.206500469975438,2.4600327804537137
2.408945457645844,1.4744056925129871,1.6082115062788185,0.3400282974070687,0.30301594129577,2.4734045408790193,2.7574240149177895
2.565700001891586,1.4738597486087224,1.610051706474029,0.3106827216497442,0.3298718041074556,2.5755406943412695,2.872548282537213
2.732654854767688,1.468506084815796,1.608072847693632,0.2878222065018188,0.3450889491907425,2.753343448524617,3.0653293162377557
2.910473769255951,1.464811985227832,1.6076384817899636,0.2673390378015214,0.3843712707454975,3.1154732392165334,3.4767063917541186
3.0998636899745198,1.4569207221204548,1.6043341137262632,0.2474093624879086,0.4048802523365688,3.2051743833219737,3.5858524123265636
3.3015775637376668,1.4547707001432528,1.6038763716835889,0.2348170654555643,0.435940589400997,3.4116352907800387,3.826710904609766
3.5164173330039383,1.4458547056486633,1.5992316936743405,0.2206799897679036,0.474109963352545,3.7328087021566936,4.188596030984749
3.7452371241135043,1.4461382190509062,1.6010846835211807,0.2007550522807229,0.5196669618981857,3.958019079997098,4.451912778303311
3.9889466429900238,1.450151799441655,1.6036748136132903,0.1910441527938314,0.5518226727325904,4.357789356961159,4.887763121903184
4.248514791807115,1.4306202701872106,1.594130831254163,0.1717323793416981,0.5961416001165971,4.563484445931934,5.143716126109721
4.5249735209980395,1.4336046818768562,1.5957591357882213,0.1671758068050109,0.6280372364295311,5.027352665668038,5.663889714508862
4.819421931922742,1.4360272645309928,1.598261792305534,0.1528763970555885,0.6771020094739169,5.175482683841702,5.822232953818497
5.13303064650309,1.4253382712584308,1.59331348825207,0.1376863521293329,0.729375499892254,5.442929170153947,6.137414739375419
5.467046461198349,1.4232802883933977,1.592311183044222,0.133716474082943,0.783455279760564,6.25699017469537,7.073396523117145
5.82279730382346,1.4171509081435731,1.5886614484066963,0.1292366701610591,0.8431381440074938,6.498224231138751,7.351938158942024
6.201697512916677,1.4252978816726762,1.5942070204144223,0.1180903767260266,0.9055931809637944,7.247329653524762,8.168514397008877
6.605253460645456,1.4162800629746817,1.589592986245164,0.1105645412037793,0.9733117702989432,7.8168157819143556,8.843514070134566
7.03506954160519,1.4152510561948042,1.5890942319227686,0.1062527334826848,1.0169206587709614,7.83060485232645,8.874133754183868
7.492854551320239,1.4188828765826509,1.5916126053786557,0.1000650420540837,1.0938775062492052,8.54543904696779,9.659595031276645
7.980428479805802,1.4112828183569008,1.587729963723395,0.0934634304298889,1.1792081543043265,8.908283797988595,10.075679459695229
8.499729747199467,1.4083122911646655,1.5862571705297632,0.0889840293554445,1.2548274476580723,9.312226672246023,10.54300661723912
9.052822910228684,1.4064845623844124,1.5861505210893907,0.0784272491094923,1.3294741633048544,10.279605354935008,11.66181697176516
9.64190687015242,1.405594034161761,1.585811271609403,0.0746762364187959,1.453568611939672,11.373614209802986,12.911011474224845
10.269323614808677,1.404375080799076,1.5853436137180044,0.0698135760585654,1.5333791312678835,11.626379747757593,13.189079539830718
10.937567529523342,1.4019163916198123,1.58368194658177,0.0702912859052314,1.6421714886573608,12.293489121252213,13.960866810858922
11.649295313897081,1.410836615865915,1.5897428093495782,0.0607163720951016,1.7511943819016489,13.13129630722955,14.884822240915462
12.407336543895918,1.4019405120862836,1.5848774115839224,0.0579803353978223,1.89081464138429,14.537404418955182,16.513987060203785
13.214704921236688,1.39765367633985,1.5827146930836582,0.0537362247908135,1.9890180037598155,15.24010008311407,17.313067054563216
14.07461025479072,1.4059317870709078,1.5872951462227642,0.0530414480889473,2.0849030601997764,16.761066640787735,19.000226299799767
14.990471221639778,1.407282304026792,1.588087276174032,0.0507657692489641,2.3126647518690486,16.96299371976056,19.26462722747777
15.965928958517488,1.4034399836451454,1.5865746265910723,0.0443121319823097,2.4788404484529747,22.075685833578497,24.995921710056436
17.004861537671072,1.3960140333369842,1.5824018345340114,0.0425836024057506,2.6186163425385436,20.652817862405215,23.489916398644706
18.11139938469418,1.3993311441190863,1.5846172510332146,0.038444115631135,2.781520129713481,21.42621573957628,24.322825827599125
19.289941699626798,1.4033108884772545,1.5870695218602338,0.0359462863293979,2.9491272672108564,24.02162277227903,27.287715730809182
20.545173946606333,1.4003151669312948,1.585347944072559,0.0350820708426385,3.1644115174499143,22.67305378397288,25.711233329947568
21.8820864816029,1.3862601504028174,1.5777637345172637,0.0304049800203956,3.4221242867427635,25.62396464013789,29.1766981863756
23.30599439229577,1.3951164528199085,1.5827828055379038,0.0295849041923701,3.626333183337742,25.989072404285977,29.620664698348182
24.822558628967354,1.3938691164437107,1.5820702347674147,0.0288130109312649,3.8711886172683254,28.46045048191256,32.396123307508255
26.43780851042356,1.3926845700671553,1.5816808875625838,0.0257005336340936,4.092145760285193,32.7161886325515,37.248124670267586
28.158165694416276,1.3918203933454305,1.580988118331926,0.0263290385830175,4.430380060840857,36.39524679293639,41.518788940406154
29.990469707865316,1.391822959596048,1.5812451172689437,0.0238838022218181,4.699462730647254,34.7752204430641,39.607000355597826
31.94200513837954,1.3879799911557182,1.579282308189968,0.0211889960092666,4.947292419096305,39.26620007257961,44.7591433126377
34.02053059518046,1.3910166236883796,1.580905064832029,0.0212529235134899,5.394653162441221,37.56356317097509,42.76077206996316
36.23430955456687,1.3901500439728105,1.580689384172561,0.0187174502480253,5.727642481289316,45.53501727388644,51.9033880748776
38.59214321255092,1.386906346355886,1.578915794856899,0.0175769742463757,5.9997339025403065,46.63817346578354,53.22441065044879
41.10340547527635,1.3982234618551233,1.585383203371996,0.0168524135432811,6.354381606316901,52.13477181859764,59.11716030616386
43.778080226327575,1.3897309541110174,1.5806507676235169,0.0154444288482309,6.738108058813327,46.596463970635035,53.14707172013048
46.626801019092156,1.3917674605588854,1.582028032339935,0.0131989827096354,7.304434683373918,50.6830163198607,57.67769088031862
49.66089335197852,16981911026371.004,2248078.5036592265,-1.2551809171981042e-19,2.1369498514606175e+95,1.181425291188125e+47,-5.61455170215093e+40
52.89241969456052,1.389887277271153,1.5805895248727095,0.0151635387428185,8.151221204946523,63.73115288854976,72.41939558132066
56.33422744365657,1.3877704719679724,1.5797505353578112,0.012095798174901,8.668631008069934,66.56213607421155,75.71747979281494
60.0,1.3802240902557117,1.5754030342529637,0.0120367899364449,9.380265298508425,71.2540434423789,81.37096247769125
