alpha,q,m,sigma,q_hat,m_hat,sigma_hat
0.020000000000000004,2.7521369815139924,0.959818995398844,25.758348008949167,0.000553490613178,0.0032751411941743,0.0052402013027392
0.021301437056187495,0.6459228612209205,0.3669548601169456,25.30044934978897,0.0001436209937308,0.0020855626431558,0.0027659544518727
0.022687561032935878,1.102713512225483,0.5631166157290236,30.171564693917233,0.0001998175391407,0.0026174380120641,0.0037019023100611
0.024163882665074785,0.9995306227647724,0.5257880748842572,28.040624528490937,0.0002850784200632,0.0034507979051567,0.0052323574036994
0.02573627128115953,0.7923376073620518,0.4722063392760965,26.266038977675127,0.0002688530368349,0.0034940950419523,0.005236965595884
0.027410978137829264,0.5967726993580361,0.3969064567018386,24.94556683768064,0.0002635188325217,0.0036517074448682,0.0054235736805469
0.029194661272575077,0.3870380211123184,0.3087983384634897,21.674787755868515,0.0002528396080911,0.0037592254114772,0.0057001747253847
0.031094411973723635,0.3062756847040627,0.2706601531063611,19.913227818407993,0.0002187475721225,0.0035833674672318,0.0052106185443553
0.033117782972871816,0.2894136081273699,0.265785233234421,19.464609215903103,0.0002281397178195,0.003792587776588,0.0055306213696077
0.03527281847185535,0.3036726182562805,0.2826819992621124,19.86832473554685,0.0002366462599492,0.0040289484536871,0.0059019219786886
0.03756808612362769,0.3241588224430367,0.3033143889558303,20.343653989462304,0.0002446724011012,0.0042345768943568,0.0060680170533816
0.040012711094194305,0.3472586611796555,0.3252011234403718,20.872591728630866,0.0002517397814694,0.0045195031832916,0.0063815240878
0.042616412341019747,0.3556375948354423,0.3385692954287483,21.041804434210967,0.0002559692154027,0.0046678255056732,0.0066036541337344
0.045389541252138205,0.3806871765291505,0.3643830494199083,21.476806464157654,0.0002652640538953,0.0049411983002105,0.0070104194615297
0.048343122799582354,0.39151171085612,0.3779336765295992,21.641688414190895,0.0002747593439993,0.0052152478898185,0.0073888736839736
0.0514888993707423,0.4193789110996347,0.4037747315269564,22.135698272553753,0.0002862305468508,0.0055324124595551,0.0078224017213751
0.054839377451911926,0.4349510913611682,0.4256011213783863,22.230786111295515,0.0002955752846786,0.0058538172172976,0.0081513302574157
0.058407877349620475,0.4550857287881463,0.4488182218659038,22.371520181593752,0.0003061851523728,0.0061913027292616,0.0086568053642135
0.06220858614742299,0.4723486248300903,0.4690674708518967,22.515990645865458,0.0003223901156316,0.0066529562158323,0.0092048922968873
0.0662566141086874,0.4991000600555664,0.5019821485619673,22.598675096522165,0.0003291694793374,0.0069683346185736,0.0095299988706506
0.0705680547496154,0.5176304764023164,0.5302546816533147,22.404965784058017,0.0003493216533366,0.0075051755402258,0.0103068548562709
0.07516004882132628,0.5455171580065534,0.5562465909614618,22.61829442508745,0.0003685623951586,0.0080643536352637,0.0109823599108012
0.080050852455373,0.562619977037515,0.5812997762454671,22.440565998335877,0.0003854736256322,0.0086272146984059,0.0116046242013736
0.08525990974361398,0.5849957010932264,0.6093526465400598,22.273329710439896,0.0004035026899463,0.0091070736043925,0.0122209792644881
0.09080793004099101,0.6165846694441831,0.644706035000282,22.156137666654796,0.0004279263760877,0.0098949761049628,0.0133347473443643
0.09671697029854237,0.6468422533602671,0.6800621831718041,21.854217238723574,0.0004548468083356,0.0106320144202928,0.0141872696458248
0.10301052275397772,0.6860648970724512,0.7189148597317513,21.759112117544937,0.0004798389079008,0.0114639479631914,0.0150978810678913
0.10971360832844128,0.7000366272849773,0.7454107157206575,21.113201149260934,0.0005226802293266,0.0125893820992913,0.0166268644610796
0.116852876100775,0.7457010288147123,0.7918574918715556,20.804672513990234,0.0005518366238572,0.0134652741146433,0.0175865181181886
0.12445670925475669,0.7782658900478078,0.8326911738131186,20.125147391037483,0.0005975887254421,0.0147369789391063,0.0191228187552413
0.13255533792052132,0.8145712784797029,0.8691611835901347,19.52477411047088,0.0006522472644434,0.0162539173197764,0.0209038965464691
0.1411809593587824,0.8484017653650894,0.9085600344200984,18.83281285804625,0.0007113313996711,0.0177623080283398,0.0227550385893616
0.15036786596566334,0.9057737804025574,0.9586019405444464,18.177343346696397,0.0008053298650612,0.019894797946333,0.0254055823780329
0.16015258160704074,0.9475750759283432,1.001994831336417,17.404143632928747,0.000874371750356,0.0217217077844533,0.0271851338825671
0.17057400682441545,1.0061323865367422,1.050679989799724,16.67665060977846,0.0009894418589013,0.0243470820688404,0.0303912380118391
0.18167357348959903,1.0397665786238324,1.0876750734035048,15.772398975536674,0.0010969412106335,0.0267989167701564,0.0330474780197781
0.1934954095230673,1.097171571681077,1.1405582362491646,14.712356747647306,0.001251003578663,0.0304133694446627,0.0370843732701647
0.20608651433084194,1.1593475574624554,1.1892705294379966,13.772209899590043,0.0014504547556324,0.0341013891830662,0.0410171640206754
0.21949694565737557,1.2191226334915035,1.2386164815176968,12.729631975232817,0.0017116671091321,0.0388030530743991,0.0462290626821957
0.23378001859729963,1.2787120476871858,1.2825137798245498,11.775615871233956,0.00204771421613,0.0447707829986885,0.0526221025264534
0.24899251755723587,1.342064314649095,1.3329026387860712,10.70960803328122,0.0024288108619738,0.0514107526454135,0.0597534485912206
0.26519492201035594,1.4064981285462257,1.380574566201724,9.673515819357949,0.0029872064320552,0.0591596095205555,0.068046709635835
0.28245164694120745,1.455879542583297,1.4122543970714725,8.88457209854447,0.0035148753118582,0.0665872799218393,0.0754601871140722
0.300831298936731,1.5140116866074225,1.4564068638275465,7.918484744749039,0.0042583106145965,0.0766724081207965,0.0855421848150072
0.32040694894159494,1.5547575939932643,1.491514279734541,6.878763131469276,0.0054156621995484,0.0895561171438421,0.0995541762506188
